"","age","gender","status","salary","bank"
"6198",62,"Female","Married",5362,"bandit-profit"
"6199",75,"Female","Widowed",5098,"bandit-profit"
"6200",86,"Male","Married",4700,"bandit-donsaluste"
"6201",53,"Male","Married",4145,"bandit-donsaluste"
"6202",23,"Male","Single",2355,"bandit-radinou"
"6203",27,"Female","Single",2641,"bandit-profit"
"6204",72,"Male","Divorced",5445,"bandit-profit"
"6205",24,"Female","Single",2448,"bandit-radinou"
"6206",38,"Female","Single",3409,"bandit-picsou"
"6207",44,"Female","Married",4268,"bandit-radinou"
"6208",40,"Male","Single",3748,"bandit-radinou"
"6209",43,"Female","Divorced",3946,"bandit-picsou"
"6210",34,"Female","Married",3409,"bandit-radinou"
"6211",52,"Female","Married",4231,"bandit-donsaluste"
"6212",26,"Male","Single",2999,"bandit-donsaluste"
"6213",54,"Male","Married",4208,"bandit-profit"
"6214",22,"Female","Single",2157,"bandit-radinou"
"6215",71,"Female","Married",5004,"bandit-radinou"
"6216",55,"Female","Married",4866,"bandit-profit"
"6217",76,"Female","Married",5560,"bandit-profit"
"6218",64,"Male","Single",4336,"bandit-donsaluste"
"6219",20,"Male","Single",3057,"bandit-radinou"
"6220",52,"Male","Single",4618,"bandit-donsaluste"
"6221",71,"Female","Divorced",5366,"bandit-donsaluste"
"6222",35,"Female","Single",3940,"bandit-picsou"
"6223",33,"Male","Single",2888,"bandit-radinou"
"6224",55,"Male","Married",4542,"bandit-profit"
"6225",56,"Female","Married",4847,"bandit-profit"
"6226",24,"Male","Single",2678,"bandit-picsou"
"6227",29,"Male","Single",2716,"bandit-picsou"
"6228",62,"Male","Married",5447,"bandit-picsou"
"6229",66,"Male","Married",4850,"bandit-donsaluste"
"6230",62,"Female","Married",4833,"bandit-profit"
"6231",80,"Male","Married",5163,"bandit-profit"
"6232",42,"Male","Married",4283,"bandit-radinou"
"6233",37,"Female","Married",3023,"bandit-radinou"
"6234",66,"Male","Married",4449,"bandit-donsaluste"
"6235",57,"Female","Single",4788,"bandit-donsaluste"
"6236",76,"Male","Married",4596,"bandit-profit"
"6237",46,"Female","Single",4561,"bandit-donsaluste"
"6238",28,"Male","Married",2855,"bandit-donsaluste"
"6239",39,"Male","Married",3529,"bandit-donsaluste"
"6240",52,"Male","Married",4172,"bandit-donsaluste"
"6241",89,"Female","Widowed",5788,"bandit-profit"
"6242",31,"Male","Divorced",3989,"bandit-radinou"
"6243",50,"Female","Single",4148,"bandit-donsaluste"
"6244",33,"Female","Married",3372,"bandit-picsou"
"6245",28,"Male","Single",2871,"bandit-picsou"
"6246",22,"Female","Single",2348,"bandit-picsou"
"6247",57,"Male","Divorced",5057,"bandit-profit"
"6248",28,"Female","Married",1969,"bandit-picsou"
"6249",56,"Male","Married",3903,"bandit-donsaluste"
"6250",30,"Male","Single",3216,"bandit-picsou"
"6251",22,"Female","Single",2187,"bandit-picsou"
"6252",23,"Female","Single",2303,"bandit-picsou"
"6253",85,"Female","Widowed",4545,"bandit-donsaluste"
"6254",39,"Female","Married",4059,"bandit-radinou"
"6255",34,"Female","Married",3862,"bandit-picsou"
"6256",34,"Female","Married",3210,"bandit-radinou"
"6257",59,"Male","Divorced",4207,"bandit-donsaluste"
"6258",30,"Female","Single",3336,"bandit-picsou"
"6259",44,"Male","Single",4112,"bandit-radinou"
"6260",48,"Female","Married",4304,"bandit-donsaluste"
"6261",19,"Female","Single",2559,"bandit-donsaluste"
"6262",22,"Female","Single",2226,"bandit-picsou"
"6263",60,"Female","Married",5239,"bandit-profit"
"6264",35,"Male","Single",3676,"bandit-picsou"
"6265",49,"Female","Married",3363,"bandit-profit"
"6266",29,"Female","Single",2738,"bandit-radinou"
"6267",76,"Male","Single",4651,"bandit-profit"
"6268",99,"Female","Widowed",6182,"bandit-profit"
"6269",56,"Male","Married",5521,"bandit-profit"
"6270",56,"Male","Single",4184,"bandit-radinou"
"6271",76,"Male","Married",5491,"bandit-profit"
"6272",77,"Female","Married",5334,"bandit-profit"
"6273",72,"Female","Single",5161,"bandit-profit"
"6274",69,"Female","Divorced",4385,"bandit-profit"
"6275",52,"Female","Single",4047,"bandit-profit"
"6276",82,"Male","Married",4990,"bandit-profit"
"6277",80,"Male","Married",4958,"bandit-profit"
"6278",63,"Male","Married",5464,"bandit-radinou"
"6279",58,"Male","Single",4615,"bandit-profit"
"6280",74,"Female","Married",4563,"bandit-profit"
"6281",35,"Female","Single",4220,"bandit-radinou"
"6282",37,"Male","Single",4132,"bandit-profit"
"6283",35,"Male","Married",3458,"bandit-radinou"
"6284",65,"Female","Married",4696,"bandit-profit"
"6285",55,"Male","Married",4503,"bandit-picsou"
"6286",41,"Male","Divorced",4038,"bandit-profit"
"6287",82,"Male","Widowed",5138,"bandit-profit"
"6288",35,"Female","Single",4980,"bandit-donsaluste"
"6289",71,"Male","Married",5354,"bandit-donsaluste"
"6290",42,"Female","Divorced",3798,"bandit-profit"
"6291",71,"Female","Divorced",5723,"bandit-profit"
"6292",57,"Female","Divorced",4814,"bandit-donsaluste"
"6293",67,"Male","Widowed",4911,"bandit-profit"
"6294",90,"Female","Married",4424,"bandit-picsou"
"6295",19,"Female","Single",2314,"bandit-picsou"
"6296",38,"Male","Married",2859,"bandit-radinou"
"6297",36,"Male","Single",4176,"bandit-profit"
"6298",52,"Male","Single",3893,"bandit-donsaluste"
"6299",31,"Female","Single",3412,"bandit-profit"
"6300",43,"Female","Married",4275,"bandit-radinou"
"6301",67,"Male","Married",4698,"bandit-picsou"
"6302",68,"Female","Divorced",5283,"bandit-profit"
"6303",36,"Female","Married",3718,"bandit-radinou"
"6304",65,"Male","Married",4759,"bandit-donsaluste"
"6305",57,"Male","Divorced",4595,"bandit-profit"
"6306",57,"Female","Married",3773,"bandit-profit"
"6307",74,"Female","Widowed",5354,"bandit-profit"
"6308",54,"Male","Married",4727,"bandit-donsaluste"
"6309",65,"Male","Widowed",4654,"bandit-profit"
"6310",52,"Female","Married",4467,"bandit-donsaluste"
"6311",91,"Male","Widowed",4884,"bandit-donsaluste"
"6312",65,"Male","Married",4913,"bandit-picsou"
"6313",40,"Male","Married",4634,"bandit-donsaluste"
"6314",35,"Female","Single",3699,"bandit-profit"
"6315",66,"Male","Divorced",5718,"bandit-donsaluste"
"6316",35,"Female","Married",4351,"bandit-picsou"
"6317",29,"Male","Married",3105,"bandit-picsou"
"6318",40,"Male","Single",3722,"bandit-donsaluste"
"6319",44,"Female","Married",3942,"bandit-picsou"
"6320",43,"Male","Single",4301,"bandit-picsou"
"6321",21,"Male","Single",2591,"bandit-picsou"
"6322",50,"Female","Married",4018,"bandit-donsaluste"
"6323",33,"Male","Single",3683,"bandit-donsaluste"
"6324",34,"Female","Married",3107,"bandit-picsou"
"6325",22,"Female","Single",2514,"bandit-radinou"
"6326",49,"Female","Married",4313,"bandit-radinou"
"6327",37,"Male","Single",4022,"bandit-profit"
"6328",19,"Male","Single",2119,"bandit-picsou"
"6329",32,"Female","Married",3244,"bandit-picsou"
"6330",23,"Male","Single",2898,"bandit-radinou"
"6331",63,"Female","Single",4621,"bandit-profit"
"6332",73,"Male","Married",4525,"bandit-radinou"
"6333",21,"Male","Single",3087,"bandit-donsaluste"
"6334",43,"Male","Single",4399,"bandit-donsaluste"
"6335",34,"Female","Married",2921,"bandit-profit"
"6336",33,"Female","Married",3567,"bandit-profit"
"6337",36,"Female","Single",3884,"bandit-radinou"
"6338",43,"Female","Divorced",4195,"bandit-donsaluste"
"6339",57,"Female","Divorced",5174,"bandit-donsaluste"
"6340",18,"Female","Single",2422,"bandit-donsaluste"
"6341",46,"Male","Married",4307,"bandit-profit"
"6342",24,"Male","Single",2441,"bandit-radinou"
"6343",65,"Male","Single",4478,"bandit-profit"
"6344",67,"Female","Divorced",4508,"bandit-picsou"
"6345",59,"Male","Married",5082,"bandit-donsaluste"
"6346",92,"Male","Single",4895,"bandit-profit"
"6347",36,"Male","Married",4282,"bandit-picsou"
"6348",46,"Female","Married",3496,"bandit-profit"
"6349",53,"Female","Married",4278,"bandit-picsou"
"6350",28,"Male","Single",2925,"bandit-profit"
"6351",47,"Female","Divorced",4200,"bandit-donsaluste"
"6352",25,"Female","Single",3826,"bandit-donsaluste"
"6353",79,"Female","Married",4602,"bandit-donsaluste"
"6354",48,"Male","Married",4451,"bandit-picsou"
"6355",58,"Female","Married",4589,"bandit-profit"
"6356",88,"Female","Married",4601,"bandit-profit"
"6357",28,"Male","Single",2063,"bandit-picsou"
"6358",41,"Female","Divorced",3918,"bandit-profit"
"6359",58,"Female","Divorced",4460,"bandit-donsaluste"
"6360",36,"Female","Single",4255,"bandit-profit"
"6361",52,"Female","Married",4726,"bandit-profit"
"6362",60,"Female","Married",5127,"bandit-profit"
"6363",69,"Male","Single",4553,"bandit-profit"
"6364",70,"Female","Widowed",5049,"bandit-profit"
"6365",38,"Male","Divorced",3164,"bandit-picsou"
"6366",59,"Female","Married",4311,"bandit-profit"
"6367",26,"Female","Single",3527,"bandit-picsou"
"6368",83,"Male","Widowed",4797,"bandit-donsaluste"
"6369",69,"Male","Married",5182,"bandit-profit"
"6370",90,"Male","Widowed",4481,"bandit-profit"
"6371",31,"Female","Single",3223,"bandit-profit"
"6372",26,"Female","Single",3785,"bandit-radinou"
"6373",56,"Male","Divorced",4857,"bandit-profit"
"6374",36,"Male","Single",3809,"bandit-picsou"
"6375",34,"Female","Married",3417,"bandit-picsou"
"6376",58,"Female","Married",4564,"bandit-profit"
"6377",27,"Female","Single",2776,"bandit-picsou"
"6378",59,"Male","Divorced",4870,"bandit-donsaluste"
"6379",51,"Male","Married",3720,"bandit-profit"
"6380",48,"Female","Married",4569,"bandit-donsaluste"
"6381",47,"Female","Single",4221,"bandit-donsaluste"
"6382",48,"Male","Single",3676,"bandit-picsou"
"6383",58,"Male","Married",4124,"bandit-profit"
"6384",79,"Male","Widowed",5552,"bandit-profit"
"6385",35,"Male","Married",4080,"bandit-picsou"
"6386",33,"Male","Single",2913,"bandit-donsaluste"
"6387",66,"Male","Divorced",5696,"bandit-profit"
"6388",44,"Female","Married",4037,"bandit-donsaluste"
"6389",58,"Male","Married",5368,"bandit-profit"
"6390",64,"Female","Married",5233,"bandit-profit"
"6391",68,"Female","Married",5483,"bandit-profit"
"6392",58,"Male","Single",3877,"bandit-donsaluste"
"6393",38,"Female","Divorced",4259,"bandit-profit"
"6394",94,"Female","Married",5010,"bandit-profit"
"6395",55,"Female","Single",4595,"bandit-picsou"
"6396",36,"Male","Married",4407,"bandit-radinou"
"6397",34,"Male","Single",4510,"bandit-picsou"
"6398",84,"Female","Married",5369,"bandit-donsaluste"
"6399",27,"Male","Single",2999,"bandit-donsaluste"
"6400",66,"Female","Divorced",4625,"bandit-profit"
"6401",75,"Female","Married",4883,"bandit-profit"
"6402",57,"Male","Divorced",4671,"bandit-donsaluste"
"6403",30,"Female","Married",3926,"bandit-picsou"
"6404",47,"Female","Divorced",4136,"bandit-donsaluste"
"6405",27,"Male","Single",3461,"bandit-radinou"
"6406",76,"Male","Widowed",5031,"bandit-donsaluste"
"6407",59,"Female","Married",4347,"bandit-profit"
"6408",53,"Male","Single",4330,"bandit-profit"
"6409",92,"Male","Widowed",5012,"bandit-profit"
"6410",20,"Male","Single",2813,"bandit-picsou"
"6411",66,"Male","Married",5275,"bandit-donsaluste"
"6412",31,"Male","Married",3618,"bandit-profit"
"6413",57,"Male","Divorced",4442,"bandit-profit"
"6414",47,"Female","Divorced",4546,"bandit-donsaluste"
"6415",38,"Female","Single",4253,"bandit-picsou"
"6416",49,"Female","Divorced",3758,"bandit-profit"
"6417",39,"Female","Married",3331,"bandit-picsou"
"6418",74,"Male","Married",5395,"bandit-picsou"
"6419",24,"Female","Single",3314,"bandit-radinou"
"6420",54,"Female","Married",4346,"bandit-profit"
"6421",75,"Male","Married",5223,"bandit-picsou"
"6422",43,"Female","Divorced",4622,"bandit-donsaluste"
"6423",40,"Male","Married",3766,"bandit-donsaluste"
"6424",85,"Male","Widowed",4950,"bandit-profit"
"6425",29,"Female","Married",2658,"bandit-radinou"
"6426",28,"Male","Single",2977,"bandit-donsaluste"
"6427",32,"Female","Single",2936,"bandit-radinou"
"6428",69,"Female","Married",4224,"bandit-profit"
"6429",31,"Female","Single",3374,"bandit-picsou"
"6430",62,"Male","Single",4464,"bandit-profit"
"6431",77,"Female","Married",5458,"bandit-profit"
"6432",48,"Female","Divorced",4087,"bandit-donsaluste"
"6433",86,"Male","Married",5324,"bandit-profit"
"6434",20,"Female","Single",2877,"bandit-profit"
"6435",65,"Male","Married",4678,"bandit-donsaluste"
"6436",27,"Female","Single",3196,"bandit-donsaluste"
"6437",93,"Female","Widowed",5017,"bandit-profit"
"6438",59,"Male","Married",4691,"bandit-donsaluste"
"6439",38,"Female","Married",4135,"bandit-radinou"
"6440",39,"Female","Single",3344,"bandit-picsou"
"6441",67,"Female","Married",4647,"bandit-donsaluste"
"6442",54,"Male","Single",4021,"bandit-donsaluste"
"6443",22,"Male","Single",2206,"bandit-radinou"
"6444",52,"Female","Married",4167,"bandit-profit"
"6445",84,"Female","Widowed",4940,"bandit-donsaluste"
"6446",39,"Male","Single",4177,"bandit-picsou"
"6447",21,"Male","Single",2468,"bandit-radinou"
"6448",65,"Female","Married",4889,"bandit-profit"
"6449",33,"Male","Single",4038,"bandit-donsaluste"
"6450",77,"Female","Married",5145,"bandit-donsaluste"
"6451",60,"Female","Divorced",5335,"bandit-picsou"
"6452",62,"Male","Widowed",5148,"bandit-profit"
"6453",59,"Female","Divorced",4626,"bandit-radinou"
"6454",40,"Female","Divorced",4002,"bandit-profit"
"6455",21,"Male","Single",2640,"bandit-picsou"
"6456",70,"Male","Married",4710,"bandit-donsaluste"
"6457",40,"Female","Married",3899,"bandit-picsou"
"6458",52,"Male","Married",4138,"bandit-donsaluste"
"6459",50,"Male","Divorced",3725,"bandit-donsaluste"
"6460",69,"Male","Widowed",5293,"bandit-profit"
"6461",31,"Female","Single",3297,"bandit-picsou"
"6462",66,"Female","Divorced",4902,"bandit-profit"
"6463",57,"Female","Divorced",5334,"bandit-donsaluste"
"6464",69,"Female","Single",4964,"bandit-profit"
"6465",20,"Female","Single",2842,"bandit-donsaluste"
"6466",54,"Male","Single",4069,"bandit-donsaluste"
"6467",32,"Female","Single",2756,"bandit-picsou"
"6468",67,"Female","Married",5683,"bandit-donsaluste"
"6469",61,"Female","Widowed",5311,"bandit-profit"
"6470",74,"Female","Married",4530,"bandit-profit"
"6471",30,"Female","Single",3708,"bandit-profit"
"6472",49,"Female","Married",3687,"bandit-donsaluste"
"6473",65,"Female","Married",5236,"bandit-donsaluste"
"6474",56,"Female","Single",4443,"bandit-profit"
"6475",32,"Male","Single",3698,"bandit-profit"
"6476",68,"Male","Married",4777,"bandit-profit"
"6477",68,"Female","Married",5112,"bandit-picsou"
"6478",55,"Female","Married",4833,"bandit-donsaluste"
"6479",47,"Male","Married",4992,"bandit-profit"
"6480",89,"Male","Widowed",5778,"bandit-profit"
"6481",55,"Male","Divorced",4581,"bandit-radinou"
"6482",41,"Male","Single",3937,"bandit-radinou"
"6483",32,"Female","Single",3260,"bandit-picsou"
"6484",30,"Male","Single",3818,"bandit-radinou"
"6485",89,"Female","Married",4545,"bandit-profit"
"6486",20,"Female","Single",1995,"bandit-radinou"
"6487",56,"Female","Single",5164,"bandit-profit"
"6488",28,"Female","Single",2812,"bandit-radinou"
"6489",59,"Female","Married",4911,"bandit-picsou"
"6490",25,"Male","Single",2876,"bandit-radinou"
"6491",51,"Female","Divorced",4860,"bandit-picsou"
"6492",61,"Male","Married",5014,"bandit-profit"
"6493",48,"Male","Married",4320,"bandit-donsaluste"
"6494",57,"Female","Married",4638,"bandit-profit"
"6495",63,"Female","Married",5643,"bandit-profit"
"6496",70,"Male","Widowed",5448,"bandit-profit"
"6497",79,"Male","Widowed",4881,"bandit-profit"
"6498",53,"Male","Married",4715,"bandit-picsou"
"6499",39,"Male","Married",3818,"bandit-radinou"
"6500",54,"Male","Married",4920,"bandit-donsaluste"
"6501",57,"Male","Single",4924,"bandit-profit"
"6502",36,"Male","Married",3821,"bandit-picsou"
"6503",63,"Male","Single",5167,"bandit-profit"
"6504",54,"Female","Married",3995,"bandit-donsaluste"
"6505",48,"Male","Divorced",4156,"bandit-donsaluste"
"6506",84,"Male","Married",4715,"bandit-profit"
"6507",52,"Female","Divorced",4173,"bandit-donsaluste"
"6508",83,"Female","Married",5423,"bandit-picsou"
"6509",36,"Male","Married",3712,"bandit-picsou"
"6510",83,"Male","Single",5312,"bandit-profit"
"6511",23,"Female","Single",2962,"bandit-picsou"
"6512",54,"Male","Married",4603,"bandit-donsaluste"
"6513",50,"Female","Widowed",4157,"bandit-profit"
"6514",75,"Female","Married",5148,"bandit-donsaluste"
"6515",79,"Female","Married",4937,"bandit-radinou"
"6516",32,"Male","Married",3907,"bandit-picsou"
"6517",49,"Male","Divorced",4028,"bandit-profit"
"6518",53,"Male","Married",4333,"bandit-profit"
"6519",86,"Female","Married",5657,"bandit-donsaluste"
"6520",62,"Female","Married",4537,"bandit-profit"
"6521",31,"Female","Married",2965,"bandit-picsou"
"6522",63,"Male","Divorced",4946,"bandit-profit"
"6523",30,"Male","Divorced",3035,"bandit-radinou"
"6524",47,"Female","Married",3964,"bandit-picsou"
"6525",76,"Female","Married",4997,"bandit-profit"
"6526",22,"Female","Single",2712,"bandit-donsaluste"
"6527",55,"Male","Divorced",4057,"bandit-profit"
"6528",40,"Female","Married",4455,"bandit-donsaluste"
"6529",54,"Male","Married",4630,"bandit-profit"
"6530",27,"Female","Single",3664,"bandit-picsou"
"6531",51,"Male","Married",4711,"bandit-donsaluste"
"6532",61,"Female","Divorced",5716,"bandit-profit"
"6533",54,"Male","Divorced",5051,"bandit-donsaluste"
"6534",84,"Female","Married",4903,"bandit-donsaluste"
"6535",74,"Female","Married",5013,"bandit-profit"
"6536",25,"Female","Single",3080,"bandit-radinou"
"6537",51,"Female","Married",4660,"bandit-donsaluste"
"6538",83,"Male","Single",4917,"bandit-donsaluste"
"6539",67,"Male","Widowed",4775,"bandit-donsaluste"
"6540",42,"Female","Married",3527,"bandit-picsou"
"6541",52,"Female","Divorced",5278,"bandit-picsou"
"6542",86,"Male","Widowed",4542,"bandit-profit"
"6543",41,"Female","Married",4210,"bandit-picsou"
"6544",73,"Female","Married",4899,"bandit-radinou"
"6545",32,"Female","Married",3616,"bandit-picsou"
"6546",60,"Female","Married",5025,"bandit-donsaluste"
"6547",48,"Male","Single",3981,"bandit-profit"
"6548",61,"Female","Married",5154,"bandit-profit"
"6549",70,"Male","Married",5011,"bandit-donsaluste"
"6550",21,"Male","Single",2256,"bandit-radinou"
"6551",38,"Female","Married",3740,"bandit-picsou"
"6552",55,"Female","Single",4815,"bandit-donsaluste"
"6553",23,"Female","Single",2632,"bandit-picsou"
"6554",36,"Female","Single",4333,"bandit-picsou"
"6555",48,"Male","Married",4558,"bandit-profit"
"6556",64,"Female","Married",4681,"bandit-profit"
"6557",20,"Male","Single",2047,"bandit-donsaluste"
"6558",82,"Female","Widowed",5382,"bandit-donsaluste"
"6559",30,"Male","Single",3580,"bandit-radinou"
"6560",52,"Female","Married",3993,"bandit-radinou"
"6561",27,"Male","Single",2754,"bandit-picsou"
"6562",56,"Female","Single",4360,"bandit-profit"
"6563",19,"Male","Single",2610,"bandit-radinou"
"6564",96,"Male","Divorced",5041,"bandit-radinou"
"6565",39,"Male","Married",3610,"bandit-picsou"
"6566",46,"Female","Divorced",3203,"bandit-donsaluste"
"6567",48,"Female","Widowed",4462,"bandit-donsaluste"
"6568",37,"Male","Married",3138,"bandit-picsou"
"6569",21,"Male","Single",2948,"bandit-radinou"
"6570",58,"Female","Married",5250,"bandit-profit"
"6571",39,"Male","Married",3717,"bandit-donsaluste"
"6572",70,"Female","Married",5018,"bandit-profit"
"6573",42,"Female","Married",4502,"bandit-picsou"
"6574",37,"Male","Married",4101,"bandit-picsou"
"6575",66,"Male","Married",4979,"bandit-profit"
"6576",47,"Female","Married",3970,"bandit-donsaluste"
"6577",67,"Female","Married",5065,"bandit-profit"
"6578",21,"Male","Single",2617,"bandit-profit"
"6579",59,"Female","Divorced",4857,"bandit-profit"
"6580",66,"Male","Married",4745,"bandit-profit"
"6581",54,"Female","Married",4028,"bandit-profit"
"6582",40,"Male","Married",3802,"bandit-picsou"
"6583",52,"Male","Married",5060,"bandit-profit"
"6584",51,"Female","Married",3998,"bandit-picsou"
"6585",53,"Male","Married",4640,"bandit-picsou"
"6586",53,"Male","Married",4085,"bandit-picsou"
"6587",32,"Female","Single",3496,"bandit-donsaluste"
"6588",59,"Male","Married",4968,"bandit-profit"
"6589",44,"Male","Married",3216,"bandit-donsaluste"
"6590",52,"Male","Divorced",4097,"bandit-donsaluste"
"6591",52,"Female","Married",3848,"bandit-donsaluste"
"6592",41,"Female","Single",4477,"bandit-profit"
"6593",81,"Female","Divorced",4613,"bandit-donsaluste"
"6594",80,"Female","Single",4580,"bandit-donsaluste"
"6595",18,"Male","Single",2471,"bandit-radinou"
"6596",43,"Male","Married",3782,"bandit-picsou"
"6597",39,"Female","Single",3500,"bandit-picsou"
"6598",54,"Male","Married",4138,"bandit-donsaluste"
"6599",43,"Male","Married",3772,"bandit-picsou"
"6600",60,"Female","Divorced",4439,"bandit-donsaluste"
"6601",69,"Male","Married",4236,"bandit-profit"
"6602",50,"Male","Divorced",4092,"bandit-donsaluste"
"6603",49,"Female","Single",3404,"bandit-donsaluste"
"6604",28,"Female","Single",3574,"bandit-picsou"
"6605",59,"Male","Married",3906,"bandit-donsaluste"
"6606",32,"Female","Single",3013,"bandit-picsou"
"6607",46,"Female","Divorced",4450,"bandit-donsaluste"
"6608",78,"Male","Married",5267,"bandit-profit"
"6609",57,"Female","Divorced",3728,"bandit-profit"
"6610",33,"Male","Single",3277,"bandit-picsou"
"6611",57,"Female","Married",4619,"bandit-profit"
"6612",65,"Female","Single",5060,"bandit-profit"
"6613",43,"Male","Single",3737,"bandit-radinou"
"6614",47,"Female","Married",4112,"bandit-picsou"
"6615",79,"Male","Widowed",5168,"bandit-picsou"
"6616",20,"Female","Single",1561,"bandit-picsou"
"6617",68,"Female","Married",5215,"bandit-donsaluste"
"6618",75,"Male","Widowed",5105,"bandit-donsaluste"
"6619",85,"Male","Widowed",5534,"bandit-profit"
"6620",62,"Female","Married",4569,"bandit-donsaluste"
"6621",54,"Female","Divorced",4471,"bandit-donsaluste"
"6622",41,"Female","Single",4109,"bandit-donsaluste"
"6623",84,"Female","Divorced",4977,"bandit-profit"
"6624",26,"Male","Single",3500,"bandit-radinou"
"6625",55,"Male","Divorced",4621,"bandit-profit"
"6626",60,"Female","Married",4803,"bandit-profit"
"6627",75,"Male","Married",4932,"bandit-profit"
"6628",23,"Male","Single",2744,"bandit-radinou"
"6629",58,"Female","Single",3928,"bandit-radinou"
"6630",78,"Female","Widowed",5003,"bandit-profit"
"6631",48,"Male","Married",4347,"bandit-profit"
"6632",26,"Female","Single",2835,"bandit-donsaluste"
"6633",76,"Male","Widowed",5563,"bandit-donsaluste"
"6634",82,"Female","Married",5405,"bandit-profit"
"6635",35,"Female","Single",3712,"bandit-picsou"
"6636",64,"Female","Married",5604,"bandit-profit"
"6637",75,"Male","Widowed",4707,"bandit-profit"
"6638",65,"Female","Married",5282,"bandit-profit"
"6639",26,"Female","Single",3005,"bandit-radinou"
"6640",71,"Male","Married",5198,"bandit-profit"
"6641",74,"Female","Married",5096,"bandit-profit"
"6642",81,"Male","Married",4703,"bandit-donsaluste"
"6643",76,"Male","Widowed",5266,"bandit-donsaluste"
"6644",58,"Female","Divorced",4923,"bandit-profit"
"6645",18,"Male","Single",2882,"bandit-radinou"
"6646",45,"Female","Married",3660,"bandit-profit"
"6647",23,"Female","Single",2210,"bandit-radinou"
"6648",48,"Female","Single",4226,"bandit-donsaluste"
"6649",24,"Female","Single",3156,"bandit-picsou"
"6650",74,"Female","Married",5961,"bandit-picsou"
"6651",47,"Male","Single",4683,"bandit-donsaluste"
"6652",53,"Male","Married",3757,"bandit-picsou"
"6653",62,"Female","Divorced",4394,"bandit-profit"
"6654",58,"Male","Married",4587,"bandit-picsou"
"6655",62,"Female","Married",4798,"bandit-profit"
"6656",78,"Female","Married",5585,"bandit-profit"
"6657",59,"Male","Divorced",5184,"bandit-picsou"
"6658",60,"Female","Married",5014,"bandit-profit"
"6659",40,"Female","Married",4096,"bandit-donsaluste"
"6660",30,"Female","Single",3765,"bandit-picsou"
"6661",44,"Male","Married",4606,"bandit-donsaluste"
"6662",75,"Female","Married",5638,"bandit-profit"
"6663",68,"Female","Married",4725,"bandit-picsou"
"6664",71,"Female","Married",5075,"bandit-profit"
"6665",51,"Male","Divorced",4263,"bandit-profit"
"6666",55,"Female","Married",4314,"bandit-profit"
"6667",47,"Female","Married",4246,"bandit-donsaluste"
"6668",54,"Male","Married",5056,"bandit-donsaluste"
"6669",71,"Female","Married",4121,"bandit-profit"
"6670",26,"Female","Married",3270,"bandit-donsaluste"
"6671",77,"Male","Married",4469,"bandit-picsou"
"6672",64,"Male","Married",4763,"bandit-profit"
"6673",34,"Male","Single",3423,"bandit-picsou"
"6674",28,"Female","Single",2750,"bandit-picsou"
"6675",32,"Female","Single",3802,"bandit-picsou"
"6676",46,"Female","Single",4691,"bandit-donsaluste"
"6677",83,"Female","Married",5618,"bandit-profit"
"6678",28,"Male","Single",2974,"bandit-picsou"
"6679",42,"Female","Married",4105,"bandit-donsaluste"
"6680",65,"Male","Single",5129,"bandit-profit"
"6681",45,"Female","Single",4387,"bandit-donsaluste"
"6682",18,"Male","Single",2656,"bandit-picsou"
"6683",65,"Female","Married",5416,"bandit-donsaluste"
"6684",57,"Male","Single",4070,"bandit-donsaluste"
"6685",27,"Male","Single",2793,"bandit-radinou"
"6686",59,"Female","Married",4605,"bandit-profit"
"6687",91,"Female","Married",5110,"bandit-picsou"
"6688",67,"Male","Married",5077,"bandit-profit"
"6689",30,"Male","Single",3852,"bandit-radinou"
"6690",21,"Female","Single",2744,"bandit-picsou"
"6691",66,"Male","Married",5433,"bandit-donsaluste"
"6692",87,"Female","Married",5335,"bandit-donsaluste"
"6693",31,"Male","Single",3469,"bandit-picsou"
"6694",87,"Female","Widowed",5100,"bandit-picsou"
"6695",70,"Male","Married",5003,"bandit-profit"
"6696",79,"Female","Married",4904,"bandit-profit"
"6697",34,"Female","Single",4038,"bandit-picsou"
"6698",76,"Male","Married",4867,"bandit-donsaluste"
"6699",21,"Male","Single",2783,"bandit-donsaluste"
"6700",31,"Female","Married",3746,"bandit-picsou"
"6701",55,"Male","Married",4447,"bandit-donsaluste"
"6702",19,"Female","Single",2674,"bandit-picsou"
"6703",35,"Male","Single",3236,"bandit-picsou"
"6704",47,"Male","Married",3727,"bandit-profit"
"6705",79,"Female","Married",4954,"bandit-picsou"
"6706",51,"Male","Widowed",3838,"bandit-picsou"
"6707",31,"Female","Single",3121,"bandit-picsou"
"6708",33,"Male","Married",3673,"bandit-picsou"
"6709",80,"Female","Single",4500,"bandit-donsaluste"
"6710",33,"Male","Divorced",3370,"bandit-picsou"
"6711",28,"Female","Married",3853,"bandit-profit"
"6712",43,"Female","Divorced",4057,"bandit-profit"
"6713",54,"Male","Married",4394,"bandit-picsou"
"6714",36,"Male","Divorced",3638,"bandit-donsaluste"
"6715",58,"Male","Married",4784,"bandit-donsaluste"
"6716",51,"Male","Single",4565,"bandit-donsaluste"
"6717",46,"Female","Single",4114,"bandit-donsaluste"
"6718",58,"Female","Married",3877,"bandit-profit"
"6719",31,"Male","Single",3375,"bandit-radinou"
"6720",58,"Female","Married",4649,"bandit-profit"
"6721",71,"Male","Married",5213,"bandit-profit"
"6722",48,"Male","Married",5107,"bandit-profit"
