"","age","gender","status","salary","bank","activity","amount"
"6140",40,"Female","Single",4697,"bandit-donsaluste","Brass Animals",121
"6141",68,"Male","Divorced",4749,"bandit-profit","Dachshunds",480
"6142",76,"Female","Married",5170,"bandit-donsaluste","Dachshunds",404
"6143",88,"Female","Widowed",4983,"bandit-donsaluste","Brass Animals",51
"6144",28,"Female","Married",2895,"bandit-profit","Trading Cards",42
"6145",45,"Female","Divorced",3414,"bandit-donsaluste","Dachshunds",362
"6146",26,"Female","Single",2674,"bandit-radinou","Dachshunds",382
"6147",70,"Female","Married",4873,"bandit-donsaluste","Trading Cards",59
"6148",45,"Male","Single",4062,"bandit-donsaluste","Dachshunds",158
"6149",46,"Female","Single",4622,"bandit-profit","Trading Cards",39
"6150",57,"Female","Divorced",4550,"bandit-profit","Dachshunds",509
"6151",64,"Male","Widowed",4884,"bandit-profit","Brass Animals",106
"6152",39,"Female","Married",3568,"bandit-profit","Dachshunds",289
"6153",21,"Male","Single",2433,"bandit-picsou","Trading Cards",58
"6154",33,"Male","Single",2942,"bandit-picsou","Dachshunds",352
"6155",24,"Male","Single",2813,"bandit-picsou","Dachshunds",311
"6156",55,"Male","Married",4427,"bandit-profit","Trading Cards",56
"6157",67,"Female","Married",4977,"bandit-profit","Brass Animals",110
"6158",56,"Male","Married",4902,"bandit-donsaluste","Dachshunds",455
"6159",65,"Male","Widowed",5003,"bandit-profit","Brass Animals",98
"6160",64,"Female","Divorced",4837,"bandit-profit","Brass Animals",86
"6161",72,"Female","Married",5238,"bandit-profit","Trading Cards",52
"6162",51,"Male","Divorced",3845,"bandit-picsou","Trading Cards",66
"6163",50,"Female","Married",4288,"bandit-donsaluste","Brass Animals",116
"6164",26,"Male","Single",2990,"bandit-picsou","Trading Cards",40
"6165",52,"Female","Married",4179,"bandit-picsou","Dachshunds",409
"6166",41,"Female","Single",3996,"bandit-picsou","Brass Animals",83
"6167",19,"Male","Single",2290,"bandit-donsaluste","Dachshunds",349
"6168",37,"Male","Single",3395,"bandit-donsaluste","Trading Cards",42
"6169",57,"Female","Married",5016,"bandit-profit","Dachshunds",463
"6170",24,"Male","Single",2416,"bandit-donsaluste","Trading Cards",46
"6171",36,"Female","Single",4085,"bandit-donsaluste","Dachshunds",303
"6172",61,"Male","Single",5018,"bandit-picsou","Dachshunds",427
"6173",39,"Male","Single",3928,"bandit-donsaluste","Trading Cards",53
"6174",42,"Female","Single",3463,"bandit-profit","Trading Cards",62
"6175",41,"Female","Married",3988,"bandit-radinou","Brass Animals",113
"6176",34,"Male","Single",3643,"bandit-picsou","Dachshunds",384
"6177",27,"Female","Single",3532,"bandit-picsou","Trading Cards",46
"6178",81,"Male","Widowed",4862,"bandit-profit","Dachshunds",253
"6179",68,"Female","Divorced",5620,"bandit-donsaluste","Dachshunds",244
"6180",34,"Female","Married",2889,"bandit-picsou","Dachshunds",397
"6181",82,"Female","Married",5630,"bandit-profit","Dachshunds",334
"6182",40,"Female","Divorced",3816,"bandit-radinou","Brass Animals",102
"6183",40,"Male","Married",3804,"bandit-picsou","Brass Animals",75
"6184",33,"Female","Single",3108,"bandit-picsou","Trading Cards",54
"6185",74,"Female","Married",4813,"bandit-picsou","Dachshunds",331
"6186",21,"Male","Single",2090,"bandit-picsou","Trading Cards",55
"6187",54,"Female","Married",3516,"bandit-donsaluste","Dachshunds",491
"6188",54,"Male","Married",4077,"bandit-radinou","Dachshunds",467
"6189",23,"Female","Single",2548,"bandit-radinou","Trading Cards",64
"6190",28,"Male","Single",3496,"bandit-picsou","Trading Cards",36
"6191",34,"Female","Single",3919,"bandit-radinou","Brass Animals",63
"6192",84,"Female","Widowed",4604,"bandit-profit","Brass Animals",56
"6193",25,"Male","Single",2936,"bandit-picsou","Trading Cards",42
"6194",29,"Female","Married",2644,"bandit-picsou","Trading Cards",44
"6195",48,"Male","Married",4050,"bandit-profit","Dachshunds",332
"6196",42,"Male","Single",3916,"bandit-picsou","Trading Cards",40
"6197",42,"Male","Married",4214,"bandit-donsaluste","Dachshunds",410
"6198",62,"Female","Married",5362,"bandit-profit","Trading Cards",60
"6199",75,"Female","Widowed",5098,"bandit-profit","Dachshunds",363
"6200",86,"Male","Married",4700,"bandit-donsaluste","Trading Cards",45
"6201",53,"Male","Married",4145,"bandit-donsaluste","Dachshunds",322
"6202",23,"Male","Single",2355,"bandit-radinou","Trading Cards",55
"6203",27,"Female","Single",2641,"bandit-profit","Dachshunds",461
"6204",72,"Male","Divorced",5445,"bandit-profit","Dachshunds",384
"6205",24,"Female","Single",2448,"bandit-radinou","Trading Cards",51
"6206",38,"Female","Single",3409,"bandit-picsou","Dachshunds",409
"6207",44,"Female","Married",4268,"bandit-radinou","Trading Cards",42
"6208",40,"Male","Single",3748,"bandit-radinou","Trading Cards",53
"6209",43,"Female","Divorced",3946,"bandit-picsou","Dachshunds",334
"6210",34,"Female","Married",3409,"bandit-radinou","Brass Animals",133
"6211",52,"Female","Married",4231,"bandit-donsaluste","Dachshunds",360
"6212",26,"Male","Single",2999,"bandit-donsaluste","Trading Cards",67
"6213",54,"Male","Married",4208,"bandit-profit","Brass Animals",60
"6214",22,"Female","Single",2157,"bandit-radinou","Trading Cards",36
"6215",71,"Female","Married",5004,"bandit-radinou","Dachshunds",269
"6216",55,"Female","Married",4866,"bandit-profit","Brass Animals",113
"6217",76,"Female","Married",5560,"bandit-profit","Dachshunds",418
"6218",64,"Male","Single",4336,"bandit-donsaluste","Dachshunds",373
"6219",20,"Male","Single",3057,"bandit-radinou","Dachshunds",371
"6220",52,"Male","Single",4618,"bandit-donsaluste","Trading Cards",49
"6221",71,"Female","Divorced",5366,"bandit-donsaluste","Dachshunds",354
"6222",35,"Female","Single",3940,"bandit-picsou","Trading Cards",62
"6223",33,"Male","Single",2888,"bandit-radinou","Trading Cards",70
"6224",55,"Male","Married",4542,"bandit-profit","Dachshunds",333
"6225",56,"Female","Married",4847,"bandit-profit","Dachshunds",382
"6226",24,"Male","Single",2678,"bandit-picsou","Trading Cards",65
"6227",29,"Male","Single",2716,"bandit-picsou","Dachshunds",429
"6228",62,"Male","Married",5447,"bandit-picsou","Trading Cards",58
"6229",66,"Male","Married",4850,"bandit-donsaluste","Dachshunds",533
"6230",62,"Female","Married",4833,"bandit-profit","Dachshunds",499
"6231",80,"Male","Married",5163,"bandit-profit","Dachshunds",280
"6232",42,"Male","Married",4283,"bandit-radinou","Dachshunds",417
"6233",37,"Female","Married",3023,"bandit-radinou","Trading Cards",46
"6234",66,"Male","Married",4449,"bandit-donsaluste","Trading Cards",66
"6235",57,"Female","Single",4788,"bandit-donsaluste","Trading Cards",62
"6236",76,"Male","Married",4596,"bandit-profit","Dachshunds",495
"6237",46,"Female","Single",4561,"bandit-donsaluste","Dachshunds",307
"6238",28,"Male","Married",2855,"bandit-donsaluste","Dachshunds",360
"6239",39,"Male","Married",3529,"bandit-donsaluste","Brass Animals",119
"6240",52,"Male","Married",4172,"bandit-donsaluste","Dachshunds",463
"6241",89,"Female","Widowed",5788,"bandit-profit","Trading Cards",59
"6242",31,"Male","Divorced",3989,"bandit-radinou","Dachshunds",365
"6243",50,"Female","Single",4148,"bandit-donsaluste","Trading Cards",45
"6244",33,"Female","Married",3372,"bandit-picsou","Trading Cards",46
"6245",28,"Male","Single",2871,"bandit-picsou","Brass Animals",148
"6246",22,"Female","Single",2348,"bandit-picsou","Brass Animals",99
"6247",57,"Male","Divorced",5057,"bandit-profit","Dachshunds",538
"6248",28,"Female","Married",1969,"bandit-picsou","Dachshunds",466
"6249",56,"Male","Married",3903,"bandit-donsaluste","Trading Cards",75
"6250",30,"Male","Single",3216,"bandit-picsou","Trading Cards",46
"6251",22,"Female","Single",2187,"bandit-picsou","Trading Cards",46
"6252",23,"Female","Single",2303,"bandit-picsou","Trading Cards",49
"6253",85,"Female","Widowed",4545,"bandit-donsaluste","Brass Animals",116
"6254",39,"Female","Married",4059,"bandit-radinou","Brass Animals",87
"6255",34,"Female","Married",3862,"bandit-picsou","Dachshunds",408
"6256",34,"Female","Married",3210,"bandit-radinou","Trading Cards",52
"6257",59,"Male","Divorced",4207,"bandit-donsaluste","Trading Cards",46
"6258",30,"Female","Single",3336,"bandit-picsou","Dachshunds",501
"6259",44,"Male","Single",4112,"bandit-radinou","Dachshunds",344
"6260",48,"Female","Married",4304,"bandit-donsaluste","Dachshunds",341
"6261",19,"Female","Single",2559,"bandit-donsaluste","Dachshunds",395
"6262",22,"Female","Single",2226,"bandit-picsou","Trading Cards",39
"6263",60,"Female","Married",5239,"bandit-profit","Brass Animals",82
"6264",35,"Male","Single",3676,"bandit-picsou","Trading Cards",45
"6265",49,"Female","Married",3363,"bandit-profit","Trading Cards",57
"6266",29,"Female","Single",2738,"bandit-radinou","Trading Cards",42
"6267",76,"Male","Single",4651,"bandit-profit","Trading Cards",56
"6268",99,"Female","Widowed",6182,"bandit-profit","Trading Cards",60
"6269",56,"Male","Married",5521,"bandit-profit","Brass Animals",133
"6270",56,"Male","Single",4184,"bandit-radinou","Trading Cards",47
"6271",76,"Male","Married",5491,"bandit-profit","Dachshunds",267
"6272",77,"Female","Married",5334,"bandit-profit","Trading Cards",73
"6273",72,"Female","Single",5161,"bandit-profit","Trading Cards",52
"6274",69,"Female","Divorced",4385,"bandit-profit","Dachshunds",480
"6275",52,"Female","Single",4047,"bandit-profit","Dachshunds",466
"6276",82,"Male","Married",4990,"bandit-profit","Trading Cards",33
"6277",80,"Male","Married",4958,"bandit-profit","Dachshunds",401
"6278",63,"Male","Married",5464,"bandit-radinou","Dachshunds",308
"6279",58,"Male","Single",4615,"bandit-profit","Dachshunds",371
"6280",74,"Female","Married",4563,"bandit-profit","Dachshunds",410
"6281",35,"Female","Single",4220,"bandit-radinou","Dachshunds",461
"6282",37,"Male","Single",4132,"bandit-profit","Trading Cards",51
"6283",35,"Male","Married",3458,"bandit-radinou","Brass Animals",116
"6284",65,"Female","Married",4696,"bandit-profit","Brass Animals",110
"6285",55,"Male","Married",4503,"bandit-picsou","Trading Cards",54
"6286",41,"Male","Divorced",4038,"bandit-profit","Trading Cards",56
"6287",82,"Male","Widowed",5138,"bandit-profit","Dachshunds",416
"6288",35,"Female","Single",4980,"bandit-donsaluste","Trading Cards",57
"6289",71,"Male","Married",5354,"bandit-donsaluste","Brass Animals",66
"6290",42,"Female","Divorced",3798,"bandit-profit","Brass Animals",126
"6291",71,"Female","Divorced",5723,"bandit-profit","Dachshunds",344
"6292",57,"Female","Divorced",4814,"bandit-donsaluste","Dachshunds",347
"6293",67,"Male","Widowed",4911,"bandit-profit","Brass Animals",125
"6294",90,"Female","Married",4424,"bandit-picsou","Dachshunds",427
"6295",19,"Female","Single",2314,"bandit-picsou","Dachshunds",385
"6296",38,"Male","Married",2859,"bandit-radinou","Trading Cards",48
"6297",36,"Male","Single",4176,"bandit-profit","Dachshunds",439
"6298",52,"Male","Single",3893,"bandit-donsaluste","Dachshunds",504
"6299",31,"Female","Single",3412,"bandit-profit","Trading Cards",66
"6300",43,"Female","Married",4275,"bandit-radinou","Trading Cards",60
"6301",67,"Male","Married",4698,"bandit-picsou","Dachshunds",485
"6302",68,"Female","Divorced",5283,"bandit-profit","Dachshunds",379
"6303",36,"Female","Married",3718,"bandit-radinou","Dachshunds",498
"6304",65,"Male","Married",4759,"bandit-donsaluste","Brass Animals",85
"6305",57,"Male","Divorced",4595,"bandit-profit","Brass Animals",137
"6306",57,"Female","Married",3773,"bandit-profit","Dachshunds",371
"6307",74,"Female","Widowed",5354,"bandit-profit","Dachshunds",323
"6308",54,"Male","Married",4727,"bandit-donsaluste","Trading Cards",50
"6309",65,"Male","Widowed",4654,"bandit-profit","Brass Animals",102
"6310",52,"Female","Married",4467,"bandit-donsaluste","Dachshunds",357
"6311",91,"Male","Widowed",4884,"bandit-donsaluste","Trading Cards",36
"6312",65,"Male","Married",4913,"bandit-picsou","Dachshunds",375
"6313",40,"Male","Married",4634,"bandit-donsaluste","Trading Cards",49
"6314",35,"Female","Single",3699,"bandit-profit","Trading Cards",62
"6315",66,"Male","Divorced",5718,"bandit-donsaluste","Trading Cards",32
"6316",35,"Female","Married",4351,"bandit-picsou","Trading Cards",53
"6317",29,"Male","Married",3105,"bandit-picsou","Brass Animals",73
"6318",40,"Male","Single",3722,"bandit-donsaluste","Trading Cards",38
"6319",44,"Female","Married",3942,"bandit-picsou","Trading Cards",65
"6320",43,"Male","Single",4301,"bandit-picsou","Trading Cards",48
"6321",21,"Male","Single",2591,"bandit-picsou","Trading Cards",37
"6322",50,"Female","Married",4018,"bandit-donsaluste","Trading Cards",49
"6323",33,"Male","Single",3683,"bandit-donsaluste","Trading Cards",51
"6324",34,"Female","Married",3107,"bandit-picsou","Brass Animals",103
"6325",22,"Female","Single",2514,"bandit-radinou","Trading Cards",59
"6326",49,"Female","Married",4313,"bandit-radinou","Brass Animals",95
"6327",37,"Male","Single",4022,"bandit-profit","Dachshunds",460
"6328",19,"Male","Single",2119,"bandit-picsou","Trading Cards",59
"6329",32,"Female","Married",3244,"bandit-picsou","Dachshunds",402
"6330",23,"Male","Single",2898,"bandit-radinou","Dachshunds",535
"6331",63,"Female","Single",4621,"bandit-profit","Trading Cards",36
"6332",73,"Male","Married",4525,"bandit-radinou","Dachshunds",216
"6333",21,"Male","Single",3087,"bandit-donsaluste","Dachshunds",505
"6334",43,"Male","Single",4399,"bandit-donsaluste","Trading Cards",42
"6335",34,"Female","Married",2921,"bandit-profit","Trading Cards",42
"6336",33,"Female","Married",3567,"bandit-profit","Trading Cards",51
"6337",36,"Female","Single",3884,"bandit-radinou","Trading Cards",63
"6338",43,"Female","Divorced",4195,"bandit-donsaluste","Dachshunds",545
"6339",57,"Female","Divorced",5174,"bandit-donsaluste","Trading Cards",53
"6340",18,"Female","Single",2422,"bandit-donsaluste","Trading Cards",38
"6341",46,"Male","Married",4307,"bandit-profit","Trading Cards",49
"6342",24,"Male","Single",2441,"bandit-radinou","Trading Cards",49
"6343",65,"Male","Single",4478,"bandit-profit","Brass Animals",102
"6344",67,"Female","Divorced",4508,"bandit-picsou","Dachshunds",293
"6345",59,"Male","Married",5082,"bandit-donsaluste","Dachshunds",403
"6346",92,"Male","Single",4895,"bandit-profit","Dachshunds",399
"6347",36,"Male","Married",4282,"bandit-picsou","Dachshunds",408
"6348",46,"Female","Married",3496,"bandit-profit","Dachshunds",517
"6349",53,"Female","Married",4278,"bandit-picsou","Brass Animals",110
"6350",28,"Male","Single",2925,"bandit-profit","Dachshunds",292
"6351",47,"Female","Divorced",4200,"bandit-donsaluste","Trading Cards",57
"6352",25,"Female","Single",3826,"bandit-donsaluste","Trading Cards",62
"6353",79,"Female","Married",4602,"bandit-donsaluste","Dachshunds",335
"6354",48,"Male","Married",4451,"bandit-picsou","Dachshunds",325
"6355",58,"Female","Married",4589,"bandit-profit","Dachshunds",415
"6356",88,"Female","Married",4601,"bandit-profit","Trading Cards",55
"6357",28,"Male","Single",2063,"bandit-picsou","Dachshunds",384
"6358",41,"Female","Divorced",3918,"bandit-profit","Dachshunds",468
"6359",58,"Female","Divorced",4460,"bandit-donsaluste","Dachshunds",365
"6360",36,"Female","Single",4255,"bandit-profit","Dachshunds",378
"6361",52,"Female","Married",4726,"bandit-profit","Dachshunds",284
"6362",60,"Female","Married",5127,"bandit-profit","Trading Cards",46
"6363",69,"Male","Single",4553,"bandit-profit","Dachshunds",408
"6364",70,"Female","Widowed",5049,"bandit-profit","Trading Cards",55
"6365",38,"Male","Divorced",3164,"bandit-picsou","Dachshunds",406
"6366",59,"Female","Married",4311,"bandit-profit","Trading Cards",41
"6367",26,"Female","Single",3527,"bandit-picsou","Trading Cards",51
"6368",83,"Male","Widowed",4797,"bandit-donsaluste","Brass Animals",59
"6369",69,"Male","Married",5182,"bandit-profit","Dachshunds",363
"6370",90,"Male","Widowed",4481,"bandit-profit","Brass Animals",120
"6371",31,"Female","Single",3223,"bandit-profit","Trading Cards",42
"6372",26,"Female","Single",3785,"bandit-radinou","Trading Cards",63
"6373",56,"Male","Divorced",4857,"bandit-profit","Brass Animals",114
"6374",36,"Male","Single",3809,"bandit-picsou","Dachshunds",447
"6375",34,"Female","Married",3417,"bandit-picsou","Trading Cards",45
"6376",58,"Female","Married",4564,"bandit-profit","Brass Animals",137
"6377",27,"Female","Single",2776,"bandit-picsou","Dachshunds",399
"6378",59,"Male","Divorced",4870,"bandit-donsaluste","Brass Animals",130
"6379",51,"Male","Married",3720,"bandit-profit","Brass Animals",123
"6380",48,"Female","Married",4569,"bandit-donsaluste","Dachshunds",332
"6381",47,"Female","Single",4221,"bandit-donsaluste","Dachshunds",448
"6382",48,"Male","Single",3676,"bandit-picsou","Dachshunds",437
"6383",58,"Male","Married",4124,"bandit-profit","Dachshunds",347
"6384",79,"Male","Widowed",5552,"bandit-profit","Brass Animals",111
"6385",35,"Male","Married",4080,"bandit-picsou","Brass Animals",97
"6386",33,"Male","Single",2913,"bandit-donsaluste","Trading Cards",47
"6387",66,"Male","Divorced",5696,"bandit-profit","Dachshunds",413
"6388",44,"Female","Married",4037,"bandit-donsaluste","Dachshunds",391
"6389",58,"Male","Married",5368,"bandit-profit","Brass Animals",128
"6390",64,"Female","Married",5233,"bandit-profit","Trading Cards",47
"6391",68,"Female","Married",5483,"bandit-profit","Brass Animals",111
"6392",58,"Male","Single",3877,"bandit-donsaluste","Trading Cards",33
"6393",38,"Female","Divorced",4259,"bandit-profit","Dachshunds",528
"6394",94,"Female","Married",5010,"bandit-profit","Dachshunds",437
"6395",55,"Female","Single",4595,"bandit-picsou","Dachshunds",356
"6396",36,"Male","Married",4407,"bandit-radinou","Trading Cards",52
"6397",34,"Male","Single",4510,"bandit-picsou","Brass Animals",98
"6398",84,"Female","Married",5369,"bandit-donsaluste","Trading Cards",37
"6399",27,"Male","Single",2999,"bandit-donsaluste","Dachshunds",445
"6400",66,"Female","Divorced",4625,"bandit-profit","Dachshunds",282
"6401",75,"Female","Married",4883,"bandit-profit","Trading Cards",55
"6402",57,"Male","Divorced",4671,"bandit-donsaluste","Dachshunds",339
"6403",30,"Female","Married",3926,"bandit-picsou","Dachshunds",391
"6404",47,"Female","Divorced",4136,"bandit-donsaluste","Dachshunds",410
"6405",27,"Male","Single",3461,"bandit-radinou","Brass Animals",131
"6406",76,"Male","Widowed",5031,"bandit-donsaluste","Dachshunds",490
"6407",59,"Female","Married",4347,"bandit-profit","Trading Cards",28
"6408",53,"Male","Single",4330,"bandit-profit","Trading Cards",56
"6409",92,"Male","Widowed",5012,"bandit-profit","Brass Animals",74
"6410",20,"Male","Single",2813,"bandit-picsou","Dachshunds",442
"6411",66,"Male","Married",5275,"bandit-donsaluste","Trading Cards",46
"6412",31,"Male","Married",3618,"bandit-profit","Dachshunds",234
"6413",57,"Male","Divorced",4442,"bandit-profit","Brass Animals",84
"6414",47,"Female","Divorced",4546,"bandit-donsaluste","Dachshunds",384
"6415",38,"Female","Single",4253,"bandit-picsou","Trading Cards",44
"6416",49,"Female","Divorced",3758,"bandit-profit","Trading Cards",50
"6417",39,"Female","Married",3331,"bandit-picsou","Brass Animals",89
"6418",74,"Male","Married",5395,"bandit-picsou","Brass Animals",96
"6419",24,"Female","Single",3314,"bandit-radinou","Trading Cards",48
"6420",54,"Female","Married",4346,"bandit-profit","Dachshunds",443
"6421",75,"Male","Married",5223,"bandit-picsou","Brass Animals",86
"6422",43,"Female","Divorced",4622,"bandit-donsaluste","Dachshunds",352
"6423",40,"Male","Married",3766,"bandit-donsaluste","Trading Cards",56
"6424",85,"Male","Widowed",4950,"bandit-profit","Brass Animals",115
"6425",29,"Female","Married",2658,"bandit-radinou","Dachshunds",500
"6426",28,"Male","Single",2977,"bandit-donsaluste","Trading Cards",57
"6427",32,"Female","Single",2936,"bandit-radinou","Trading Cards",70
"6428",69,"Female","Married",4224,"bandit-profit","Dachshunds",417
"6429",31,"Female","Single",3374,"bandit-picsou","Dachshunds",577
"6430",62,"Male","Single",4464,"bandit-profit","Trading Cards",52
"6431",77,"Female","Married",5458,"bandit-profit","Dachshunds",477
"6432",48,"Female","Divorced",4087,"bandit-donsaluste","Brass Animals",121
"6433",86,"Male","Married",5324,"bandit-profit","Trading Cards",46
"6434",20,"Female","Single",2877,"bandit-profit","Trading Cards",38
"6435",65,"Male","Married",4678,"bandit-donsaluste","Brass Animals",99
"6436",27,"Female","Single",3196,"bandit-donsaluste","Trading Cards",46
"6437",93,"Female","Widowed",5017,"bandit-profit","Brass Animals",125
"6438",59,"Male","Married",4691,"bandit-donsaluste","Dachshunds",514
"6439",38,"Female","Married",4135,"bandit-radinou","Dachshunds",457
"6440",39,"Female","Single",3344,"bandit-picsou","Dachshunds",403
"6441",67,"Female","Married",4647,"bandit-donsaluste","Dachshunds",366
"6442",54,"Male","Single",4021,"bandit-donsaluste","Dachshunds",351
"6443",22,"Male","Single",2206,"bandit-radinou","Dachshunds",499
"6444",52,"Female","Married",4167,"bandit-profit","Trading Cards",45
"6445",84,"Female","Widowed",4940,"bandit-donsaluste","Dachshunds",474
"6446",39,"Male","Single",4177,"bandit-picsou","Dachshunds",609
"6447",21,"Male","Single",2468,"bandit-radinou","Dachshunds",400
"6448",65,"Female","Married",4889,"bandit-profit","Dachshunds",418
"6449",33,"Male","Single",4038,"bandit-donsaluste","Trading Cards",59
"6450",77,"Female","Married",5145,"bandit-donsaluste","Trading Cards",61
"6451",60,"Female","Divorced",5335,"bandit-picsou","Dachshunds",343
"6452",62,"Male","Widowed",5148,"bandit-profit","Dachshunds",522
"6453",59,"Female","Divorced",4626,"bandit-radinou","Dachshunds",458
"6454",40,"Female","Divorced",4002,"bandit-profit","Brass Animals",104
"6455",21,"Male","Single",2640,"bandit-picsou","Dachshunds",416
"6456",70,"Male","Married",4710,"bandit-donsaluste","Dachshunds",422
"6457",40,"Female","Married",3899,"bandit-picsou","Dachshunds",441
"6458",52,"Male","Married",4138,"bandit-donsaluste","Brass Animals",98
"6459",50,"Male","Divorced",3725,"bandit-donsaluste","Dachshunds",493
"6460",69,"Male","Widowed",5293,"bandit-profit","Brass Animals",67
"6461",31,"Female","Single",3297,"bandit-picsou","Trading Cards",47
"6462",66,"Female","Divorced",4902,"bandit-profit","Brass Animals",140
"6463",57,"Female","Divorced",5334,"bandit-donsaluste","Dachshunds",346
"6464",69,"Female","Single",4964,"bandit-profit","Trading Cards",52
"6465",20,"Female","Single",2842,"bandit-donsaluste","Dachshunds",408
"6466",54,"Male","Single",4069,"bandit-donsaluste","Trading Cards",43
"6467",32,"Female","Single",2756,"bandit-picsou","Dachshunds",342
"6468",67,"Female","Married",5683,"bandit-donsaluste","Dachshunds",420
"6469",61,"Female","Widowed",5311,"bandit-profit","Brass Animals",127
"6470",74,"Female","Married",4530,"bandit-profit","Trading Cards",57
"6471",30,"Female","Single",3708,"bandit-profit","Trading Cards",44
"6472",49,"Female","Married",3687,"bandit-donsaluste","Dachshunds",396
"6473",65,"Female","Married",5236,"bandit-donsaluste","Dachshunds",497
"6474",56,"Female","Single",4443,"bandit-profit","Dachshunds",291
"6475",32,"Male","Single",3698,"bandit-profit","Dachshunds",339
"6476",68,"Male","Married",4777,"bandit-profit","Trading Cards",59
"6477",68,"Female","Married",5112,"bandit-picsou","Brass Animals",97
"6478",55,"Female","Married",4833,"bandit-donsaluste","Trading Cards",67
"6479",47,"Male","Married",4992,"bandit-profit","Dachshunds",331
"6480",89,"Male","Widowed",5778,"bandit-profit","Dachshunds",555
"6481",55,"Male","Divorced",4581,"bandit-radinou","Brass Animals",102
"6482",41,"Male","Single",3937,"bandit-radinou","Trading Cards",61
"6483",32,"Female","Single",3260,"bandit-picsou","Dachshunds",610
"6484",30,"Male","Single",3818,"bandit-radinou","Dachshunds",286
"6485",89,"Female","Married",4545,"bandit-profit","Brass Animals",102
"6486",20,"Female","Single",1995,"bandit-radinou","Dachshunds",409
"6487",56,"Female","Single",5164,"bandit-profit","Trading Cards",70
"6488",28,"Female","Single",2812,"bandit-radinou","Dachshunds",346
"6489",59,"Female","Married",4911,"bandit-picsou","Dachshunds",520
"6490",25,"Male","Single",2876,"bandit-radinou","Trading Cards",50
"6491",51,"Female","Divorced",4860,"bandit-picsou","Dachshunds",441
"6492",61,"Male","Married",5014,"bandit-profit","Dachshunds",364
"6493",48,"Male","Married",4320,"bandit-donsaluste","Dachshunds",460
"6494",57,"Female","Married",4638,"bandit-profit","Dachshunds",360
"6495",63,"Female","Married",5643,"bandit-profit","Trading Cards",43
"6496",70,"Male","Widowed",5448,"bandit-profit","Brass Animals",142
"6497",79,"Male","Widowed",4881,"bandit-profit","Dachshunds",374
"6498",53,"Male","Married",4715,"bandit-picsou","Trading Cards",68
"6499",39,"Male","Married",3818,"bandit-radinou","Dachshunds",356
"6500",54,"Male","Married",4920,"bandit-donsaluste","Dachshunds",468
"6501",57,"Male","Single",4924,"bandit-profit","Trading Cards",49
"6502",36,"Male","Married",3821,"bandit-picsou","Dachshunds",436
"6503",63,"Male","Single",5167,"bandit-profit","Brass Animals",84
"6504",54,"Female","Married",3995,"bandit-donsaluste","Dachshunds",412
"6505",48,"Male","Divorced",4156,"bandit-donsaluste","Trading Cards",54
"6506",84,"Male","Married",4715,"bandit-profit","Brass Animals",111
"6507",52,"Female","Divorced",4173,"bandit-donsaluste","Dachshunds",283
"6508",83,"Female","Married",5423,"bandit-picsou","Dachshunds",397
"6509",36,"Male","Married",3712,"bandit-picsou","Dachshunds",225
"6510",83,"Male","Single",5312,"bandit-profit","Dachshunds",348
"6511",23,"Female","Single",2962,"bandit-picsou","Trading Cards",50
"6512",54,"Male","Married",4603,"bandit-donsaluste","Brass Animals",66
"6513",50,"Female","Widowed",4157,"bandit-profit","Brass Animals",101
"6514",75,"Female","Married",5148,"bandit-donsaluste","Trading Cards",68
"6515",79,"Female","Married",4937,"bandit-radinou","Dachshunds",497
"6516",32,"Male","Married",3907,"bandit-picsou","Dachshunds",411
"6517",49,"Male","Divorced",4028,"bandit-profit","Dachshunds",373
"6518",53,"Male","Married",4333,"bandit-profit","Dachshunds",267
"6519",86,"Female","Married",5657,"bandit-donsaluste","Trading Cards",49
"6520",62,"Female","Married",4537,"bandit-profit","Brass Animals",83
"6521",31,"Female","Married",2965,"bandit-picsou","Trading Cards",60
"6522",63,"Male","Divorced",4946,"bandit-profit","Brass Animals",86
"6523",30,"Male","Divorced",3035,"bandit-radinou","Dachshunds",270
"6524",47,"Female","Married",3964,"bandit-picsou","Dachshunds",236
"6525",76,"Female","Married",4997,"bandit-profit","Dachshunds",443
"6526",22,"Female","Single",2712,"bandit-donsaluste","Dachshunds",362
"6527",55,"Male","Divorced",4057,"bandit-profit","Brass Animals",119
"6528",40,"Female","Married",4455,"bandit-donsaluste","Dachshunds",451
"6529",54,"Male","Married",4630,"bandit-profit","Brass Animals",80
"6530",27,"Female","Single",3664,"bandit-picsou","Dachshunds",514
"6531",51,"Male","Married",4711,"bandit-donsaluste","Dachshunds",233
"6532",61,"Female","Divorced",5716,"bandit-profit","Dachshunds",360
"6533",54,"Male","Divorced",5051,"bandit-donsaluste","Dachshunds",408
"6534",84,"Female","Married",4903,"bandit-donsaluste","Trading Cards",40
"6535",74,"Female","Married",5013,"bandit-profit","Dachshunds",371
"6536",25,"Female","Single",3080,"bandit-radinou","Trading Cards",46
"6537",51,"Female","Married",4660,"bandit-donsaluste","Dachshunds",414
"6538",83,"Male","Single",4917,"bandit-donsaluste","Brass Animals",98
"6539",67,"Male","Widowed",4775,"bandit-donsaluste","Trading Cards",57
"6540",42,"Female","Married",3527,"bandit-picsou","Dachshunds",399
"6541",52,"Female","Divorced",5278,"bandit-picsou","Brass Animals",91
"6542",86,"Male","Widowed",4542,"bandit-profit","Dachshunds",397
