"","age"
"7163",37
"7164",54
"7165",34
"7166",72
"7167",24
"7168",38
"7169",38
"7170",35
"7171",60
"7172",27
"7173",37
"7174",37
"7175",30
"7176",49
"7177",59
"7178",52
"7179",33
"7180",66
"7181",55
"7182",67
"7183",60
"7184",47
"7185",26
"7186",28
"7187",88
"7188",59
"7189",33
"7190",53
"7191",74
"7192",54
"7193",65
"7194",53
"7195",18
"7196",38
"7197",54
"7198",68
"7199",55
"7200",69
"7201",87
"7202",40
"7203",37
"7204",41
"7205",36
"7206",33
"7207",30
"7208",61
"7209",22
"7210",23
"7211",66
"7212",45
"7213",18
"7214",21
"7215",22
"7216",27
"7217",27
"7218",95
"7219",33
"7220",45
"7221",59
"7222",49
"7223",26
"7224",60
"7225",52
"7226",47
"7227",39
"7228",50
"7229",72
"7230",24
"7231",68
"7232",26
"7233",68
"7234",26
"7235",44
"7236",27
"7237",53
"7238",72
"7239",55
"7240",54
"7241",65
"7242",41
"7243",66
"7244",58
"7245",63
"7246",22
"7247",49
"7248",37
"7249",24
"7250",75
"7251",54
"7252",24
"7253",73
"7254",18
"7255",63
"7256",59
"7257",32
"7258",37
"7259",54
"7260",43
"7261",47
"7262",26
"7263",52
"7264",70
"7265",90
"7266",65
"7267",22
"7268",66
"7269",37
"7270",40
"7271",65
"7272",65
"7273",65
"7274",88
"7275",63
"7276",63
"7277",29
"7278",41
"7279",25
"7280",62
"7281",59
"7282",79
"7283",73
"7284",55
"7285",25
"7286",53
"7287",20
"7288",51
"7289",26
"7290",29
"7291",38
"7292",69
"7293",83
"7294",38
"7295",49
"7296",26
"7297",21
"7298",22
"7299",60
"7300",68
"7301",66
"7302",19
"7303",40
"7304",51
"7305",56
"7306",24
"7307",62
"7308",59
"7309",27
"7310",67
"7311",90
"7312",31
"7313",72
"7314",74
"7315",60
"7316",35
"7317",31
"7318",90
"7319",48
"7320",84
"7321",64
"7322",55
"7323",28
"7324",42
"7325",67
"7326",31
"7327",46
"7328",41
"7329",39
"7330",58
"7331",56
"7332",21
"7333",46
"7334",43
"7335",24
"7336",49
"7337",59
"7338",25
"7339",29
"7340",48
"7341",65
"7342",21
"7343",33
"7344",48
"7345",63
"7346",40
"7347",31
"7348",43
"7349",74
"7350",26
"7351",42
"7352",29
"7353",52
"7354",29
"7355",25
"7356",61
"7357",63
"7358",64
"7359",69
"7360",57
"7361",62
"7362",54
"7363",25
"7364",34
"7365",32
"7366",60
"7367",36
"7368",33
"7369",27
"7370",50
"7371",46
"7372",40
"7373",29
"7374",56
"7375",37
"7376",60
"7377",98
"7378",67
"7379",37
"7380",42
"7381",57
"7382",70
"7383",55
"7384",25
"7385",71
"7386",26
"7387",54
"7388",54
"7389",45
"7390",42
"7391",50
"7392",51
"7393",31
"7394",38
"7395",57
"7396",51
"7397",32
"7398",48
"7399",83
"7400",53
"7401",21
"7402",52
"7403",29
"7404",50
"7405",67
"7406",36
"7407",19
"7408",41
"7409",49
"7410",81
"7411",45
"7412",79
"7413",36
"7414",44
"7415",61
"7416",67
"7417",64
"7418",61
"7419",62
"7420",28
"7421",58
"7422",35
"7423",71
"7424",74
"7425",32
"7426",38
"7427",60
"7428",58
"7429",47
"7430",77
"7431",23
"7432",40
"7433",45
"7434",24
"7435",33
"7436",33
"7437",50
"7438",76
"7439",21
"7440",34
"7441",39
"7442",80
"7443",70
"7444",73
"7445",41
"7446",63
"7447",52
"7448",42
"7449",23
"7450",59
"7451",45
"7452",59
"7453",50
"7454",56
"7455",69
"7456",48
"7457",78
"7458",50
"7459",44
"7460",36
"7461",46
"7462",81
"7463",56
"7464",28
"7465",18
"7466",29
"7467",40
"7468",72
"7469",40
"7470",63
"7471",20
"7472",47
"7473",24
"7474",80
"7475",25
"7476",31
"7477",68
"7478",23
"7479",30
"7480",36
"7481",19
"7482",34
"7483",20
"7484",69
"7485",23
"7486",53
"7487",55
"7488",51
"7489",85
"7490",75
"7491",37
"7492",19
"7493",26
"7494",54
"7495",55
"7496",24
"7497",22
"7498",68
"7499",24
"7500",71
"7501",70
"7502",30
"7503",80
"7504",32
"7505",64
"7506",61
"7507",55
"7508",22
"7509",92
"7510",64
"7511",70
"7512",61
"7513",75
"7514",54
"7515",67
"7516",75
"7517",46
"7518",82
"7519",92
"7520",23
"7521",46
"7522",23
"7523",19
"7524",62
"7525",56
"7526",33
"7527",34
"7528",37
"7529",68
"7530",48
"7531",31
"7532",50
"7533",38
"7534",64
"7535",28
"7536",21
"7537",23
"7538",42
"7539",67
"7540",28
"7541",67
"7542",21
"7543",23
"7544",38
"7545",33
"7546",61
"7547",37
"7548",42
"7549",88
"7550",39
"7551",47
"7552",37
"7553",76
"7554",64
"7555",86
"7556",41
"7557",86
"7558",50
"7559",29
"7560",82
"7561",43
"7562",23
"7563",22
"7564",29
"7565",58
"7566",30
"7567",66
"7568",61
"7569",51
"7570",37
"7571",29
"7572",64
"7573",60
"7574",26
"7575",27
"7576",54
"7577",41
"7578",33
"7579",67
"7580",25
"7581",65
"7582",88
"7583",46
"7584",21
"7585",66
"7586",35
"7587",65
"7588",22
"7589",20
"7590",21
"7591",18
"7592",50
"7593",60
"7594",63
"7595",47
"7596",41
"7597",22
"7598",19
"7599",40
"7600",69
"7601",21
"7602",47
"7603",70
"7604",66
"7605",77
"7606",62
"7607",43
"7608",42
"7609",81
"7610",89
"7611",33
"7612",25
"7613",66
"7614",18
"7615",73
"7616",28
"7617",41
"7618",22
"7619",45
"7620",50
"7621",20
"7622",23
"7623",38
"7624",60
"7625",50
"7626",88
"7627",63
"7628",47
"7629",50
"7630",44
"7631",28
"7632",71
"7633",61
"7634",28
"7635",28
"7636",77
"7637",31
"7638",63
"7639",37
"7640",33
"7641",69
"7642",55
"7643",68
"7644",84
"7645",77
"7646",59
"7647",46
"7648",48
"7649",69
"7650",49
"7651",42
"7652",55
"7653",96
"7654",73
"7655",71
"7656",85
"7657",75
"7658",59
"7659",71
"7660",52
"7661",51
"7662",49
"7663",18
"7664",38
"7665",50
"7666",48
"7667",32
"7668",82
"7669",47
"7670",70
"7671",46
"7672",27
"7673",29
"7674",36
"7675",59
"7676",39
"7677",73
"7678",56
"7679",29
"7680",36
"7681",63
"7682",46
"7683",25
"7684",46
"7685",63
"7686",49
"7687",18
"7688",23
"7689",48
"7690",84
"7691",43
"7692",37
"7693",36
"7694",82
"7695",58
"7696",36
"7697",47
"7698",59
"7699",67
"7700",27
"7701",18
"7702",28
"7703",64
"7704",19
"7705",73
"7706",51
"7707",66
"7708",54
"7709",58
"7710",45
"7711",88
"7712",67
"7713",36
"7714",43
"7715",74
"7716",64
"7717",23
"7718",29
"7719",46
"7720",57
"7721",79
"7722",79
"7723",64
"7724",21
"7725",80
"7726",40
"7727",68
"7728",58
"7729",27
"7730",28
"7731",30
"7732",38
"7733",21
"7734",19
"7735",43
"7736",24
"7737",26
"7738",34
"7739",52
"7740",59
"7741",88
"7742",24
"7743",31
"7744",18
"7745",31
"7746",18
"7747",46
"7748",82
"7749",90
"7750",69
"7751",42
"7752",38
"7753",66
"7754",83
"7755",23
"7756",30
"7757",43
"7758",44
"7759",53
"7760",56
"7761",35
"7762",92
"7763",20
"7764",66
"7765",26
"7766",73
"7767",63
"7768",21
"7769",62
"7770",28
"7771",44
"7772",53
"7773",84
"7774",47
"7775",49
"7776",58
"7777",59
"7778",61
"7779",64
"7780",57
"7781",33
"7782",36
"7783",93
"7784",36
"7785",45
"7786",24
"7787",58
"7788",71
"7789",84
"7790",26
"7791",77
"7792",34
"7793",47
"7794",63
"7795",57
"7796",35
"7797",35
"7798",30
"7799",75
"7800",86
"7801",50
"7802",27
"7803",58
"7804",34
"7805",33
"7806",70
"7807",60
"7808",27
"7809",79
"7810",69
"7811",66
"7812",51
"7813",22
"7814",50
"7815",51
"7816",45
"7817",54
"7818",23
"7819",55
"7820",52
"7821",35
"7822",45
"7823",39
"7824",39
"7825",80
"7826",44
"7827",28
"7828",73
"7829",25
"7830",30
"7831",68
"7832",22
"7833",77
"7834",43
"7835",46
"7836",26
"7837",57
"7838",71
"7839",34
"7840",80
"7841",23
"7842",25
"7843",45
"7844",42
"7845",18
"7846",65
"7847",53
"7848",74
"7849",59
"7850",45
"7851",77
"7852",26
"7853",32
"7854",34
"7855",32
"7856",74
"7857",78
"7858",66
"7859",36
"7860",53
"7861",46
"7862",61
"7863",44
"7864",57
"7865",21
"7866",18
"7867",61
"7868",65
"7869",75
"7870",40
"7871",48
"7872",51
"7873",59
"7874",89
"7875",86
"7876",69
"7877",19
"7878",65
"7879",54
"7880",31
"7881",26
"7882",55
"7883",52
"7884",77
"7885",57
"7886",58
"7887",29
"7888",56
"7889",65
"7890",43
"7891",69
"7892",55
"7893",59
"7894",61
"7895",61
"7896",32
"7897",52
"7898",30
"7899",33
"7900",36
"7901",57
"7902",37
"7903",36
"7904",71
"7905",75
"7906",63
"7907",73
"7908",50
"7909",82
"7910",20
"7911",39
"7912",21
"7913",61
"7914",56
"7915",55
"7916",50
"7917",63
"7918",45
"7919",43
"7920",34
"7921",18
"7922",59
"7923",28
"7924",61
"7925",27
"7926",33
"7927",22
"7928",38
"7929",28
"7930",37
"7931",39
"7932",34
"7933",29
"7934",31
"7935",91
"7936",56
"7937",46
"7938",28
"7939",36
"7940",55
"7941",33
"7942",41
"7943",31
"7944",23
"7945",63
"7946",56
"7947",44
"7948",49
"7949",53
"7950",52
"7951",20
"7952",85
"7953",36
"7954",39
"7955",39
"7956",52
"7957",48
"7958",61
"7959",32
"7960",56
"7961",76
"7962",36
"7963",66
"7964",51
"7965",22
"7966",57
"7967",64
"7968",25
"7969",50
"7970",70
"7971",55
"7972",54
"7973",25
"7974",77
"7975",48
"7976",89
"7977",28
"7978",88
"7979",38
"7980",18
