"","age","gender","status","salary","bank","activity","amount","challenge"
"6593",81,"Female","Divorced",4613,"bandit-donsaluste","Dachshunds",326,"SMS"
"6594",80,"Female","Single",4580,"bandit-donsaluste","Dachshunds",390,"OTP"
"6595",18,"Male","Single",2471,"bandit-radinou","Dachshunds",294,"SMS"
"6596",43,"Male","Married",3782,"bandit-picsou","Dachshunds",570,"EMAIL"
"6597",39,"Female","Single",3500,"bandit-picsou","Trading Cards",38,"OTP"
"6598",54,"Male","Married",4138,"bandit-donsaluste","Dachshunds",500,"EMAIL"
"6599",43,"Male","Married",3772,"bandit-picsou","Dachshunds",242,"OTP"
"6600",60,"Female","Divorced",4439,"bandit-donsaluste","Dachshunds",263,"ID"
"6601",69,"Male","Married",4236,"bandit-profit","Dachshunds",498,"SMS"
"6602",50,"Male","Divorced",4092,"bandit-donsaluste","Dachshunds",349,"ID"
"6603",49,"Female","Single",3404,"bandit-donsaluste","Dachshunds",496,"SMS"
"6604",28,"Female","Single",3574,"bandit-picsou","Brass Animals",87,"SMS"
"6605",59,"Male","Married",3906,"bandit-donsaluste","Dachshunds",373,"ID"
"6606",32,"Female","Single",3013,"bandit-picsou","Trading Cards",54,"EMAIL"
"6607",46,"Female","Divorced",4450,"bandit-donsaluste","Trading Cards",58,"SMS"
"6608",78,"Male","Married",5267,"bandit-profit","Dachshunds",418,"ID"
"6609",57,"Female","Divorced",3728,"bandit-profit","Dachshunds",333,"ID"
"6610",33,"Male","Single",3277,"bandit-picsou","Dachshunds",467,"EMAIL"
"6611",57,"Female","Married",4619,"bandit-profit","Dachshunds",504,"EMAIL"
"6612",65,"Female","Single",5060,"bandit-profit","Trading Cards",59,"OTP"
"6613",43,"Male","Single",3737,"bandit-radinou","Trading Cards",42,"SMS"
"6614",47,"Female","Married",4112,"bandit-picsou","Dachshunds",454,"OTP"
"6615",79,"Male","Widowed",5168,"bandit-picsou","Brass Animals",89,"OTP"
"6616",20,"Female","Single",1561,"bandit-picsou","Dachshunds",392,"EMAIL"
"6617",68,"Female","Married",5215,"bandit-donsaluste","Trading Cards",65,"EMAIL"
"6618",75,"Male","Widowed",5105,"bandit-donsaluste","Brass Animals",118,"OTP"
"6619",85,"Male","Widowed",5534,"bandit-profit","Brass Animals",131,"OTP"
"6620",62,"Female","Married",4569,"bandit-donsaluste","Dachshunds",273,"ID"
"6621",54,"Female","Divorced",4471,"bandit-donsaluste","Brass Animals",128,"OTP"
"6622",41,"Female","Single",4109,"bandit-donsaluste","Trading Cards",36,"ID"
"6623",84,"Female","Divorced",4977,"bandit-profit","Trading Cards",56,"OTP"
"6624",26,"Male","Single",3500,"bandit-radinou","Trading Cards",52,"ID"
"6625",55,"Male","Divorced",4621,"bandit-profit","Dachshunds",415,"OTP"
"6626",60,"Female","Married",4803,"bandit-profit","Dachshunds",478,"OTP"
"6627",75,"Male","Married",4932,"bandit-profit","Trading Cards",52,"OTP"
"6628",23,"Male","Single",2744,"bandit-radinou","Dachshunds",456,"SMS"
"6629",58,"Female","Single",3928,"bandit-radinou","Dachshunds",312,"ID"
"6630",78,"Female","Widowed",5003,"bandit-profit","Dachshunds",386,"OTP"
"6631",48,"Male","Married",4347,"bandit-profit","Dachshunds",254,"EMAIL"
"6632",26,"Female","Single",2835,"bandit-donsaluste","Dachshunds",420,"OTP"
"6633",76,"Male","Widowed",5563,"bandit-donsaluste","Brass Animals",91,"ID"
"6634",82,"Female","Married",5405,"bandit-profit","Trading Cards",47,"ID"
"6635",35,"Female","Single",3712,"bandit-picsou","Dachshunds",544,"ID"
"6636",64,"Female","Married",5604,"bandit-profit","Dachshunds",454,"OTP"
"6637",75,"Male","Widowed",4707,"bandit-profit","Brass Animals",110,"ID"
"6638",65,"Female","Married",5282,"bandit-profit","Brass Animals",74,"OTP"
"6639",26,"Female","Single",3005,"bandit-radinou","Dachshunds",534,"OTP"
"6640",71,"Male","Married",5198,"bandit-profit","Trading Cards",31,"SMS"
"6641",74,"Female","Married",5096,"bandit-profit","Trading Cards",59,"ID"
"6642",81,"Male","Married",4703,"bandit-donsaluste","Brass Animals",101,"ID"
"6643",76,"Male","Widowed",5266,"bandit-donsaluste","Brass Animals",91,"EMAIL"
"6644",58,"Female","Divorced",4923,"bandit-profit","Dachshunds",457,"EMAIL"
"6645",18,"Male","Single",2882,"bandit-radinou","Dachshunds",413,"SMS"
"6646",45,"Female","Married",3660,"bandit-profit","Dachshunds",444,"OTP"
"6647",23,"Female","Single",2210,"bandit-radinou","Dachshunds",341,"SMS"
"6648",48,"Female","Single",4226,"bandit-donsaluste","Trading Cards",54,"SMS"
"6649",24,"Female","Single",3156,"bandit-picsou","Brass Animals",115,"EMAIL"
"6650",74,"Female","Married",5961,"bandit-picsou","Trading Cards",57,"ID"
"6651",47,"Male","Single",4683,"bandit-donsaluste","Trading Cards",54,"SMS"
"6652",53,"Male","Married",3757,"bandit-picsou","Dachshunds",392,"EMAIL"
"6653",62,"Female","Divorced",4394,"bandit-profit","Dachshunds",396,"EMAIL"
"6654",58,"Male","Married",4587,"bandit-picsou","Dachshunds",314,"ID"
"6655",62,"Female","Married",4798,"bandit-profit","Brass Animals",89,"OTP"
"6656",78,"Female","Married",5585,"bandit-profit","Brass Animals",119,"OTP"
"6657",59,"Male","Divorced",5184,"bandit-picsou","Dachshunds",356,"OTP"
"6658",60,"Female","Married",5014,"bandit-profit","Trading Cards",49,"OTP"
"6659",40,"Female","Married",4096,"bandit-donsaluste","Dachshunds",368,"OTP"
"6660",30,"Female","Single",3765,"bandit-picsou","Brass Animals",102,"SMS"
"6661",44,"Male","Married",4606,"bandit-donsaluste","Trading Cards",52,"OTP"
"6662",75,"Female","Married",5638,"bandit-profit","Dachshunds",274,"OTP"
"6663",68,"Female","Married",4725,"bandit-picsou","Dachshunds",333,"ID"
"6664",71,"Female","Married",5075,"bandit-profit","Brass Animals",92,"OTP"
"6665",51,"Male","Divorced",4263,"bandit-profit","Dachshunds",286,"OTP"
"6666",55,"Female","Married",4314,"bandit-profit","Trading Cards",38,"OTP"
"6667",47,"Female","Married",4246,"bandit-donsaluste","Brass Animals",105,"OTP"
"6668",54,"Male","Married",5056,"bandit-donsaluste","Trading Cards",45,"ID"
"6669",71,"Female","Married",4121,"bandit-profit","Dachshunds",445,"OTP"
"6670",26,"Female","Married",3270,"bandit-donsaluste","Brass Animals",81,"EMAIL"
"6671",77,"Male","Married",4469,"bandit-picsou","Dachshunds",343,"ID"
"6672",64,"Male","Married",4763,"bandit-profit","Brass Animals",99,"SMS"
"6673",34,"Male","Single",3423,"bandit-picsou","Trading Cards",46,"ID"
"6674",28,"Female","Single",2750,"bandit-picsou","Trading Cards",51,"EMAIL"
"6675",32,"Female","Single",3802,"bandit-picsou","Dachshunds",559,"OTP"
"6676",46,"Female","Single",4691,"bandit-donsaluste","Trading Cards",45,"EMAIL"
"6677",83,"Female","Married",5618,"bandit-profit","Trading Cards",67,"ID"
"6678",28,"Male","Single",2974,"bandit-picsou","Dachshunds",344,"SMS"
"6679",42,"Female","Married",4105,"bandit-donsaluste","Brass Animals",130,"OTP"
"6680",65,"Male","Single",5129,"bandit-profit","Trading Cards",65,"OTP"
"6681",45,"Female","Single",4387,"bandit-donsaluste","Trading Cards",49,"EMAIL"
"6682",18,"Male","Single",2656,"bandit-picsou","Dachshunds",383,"SMS"
"6683",65,"Female","Married",5416,"bandit-donsaluste","Dachshunds",349,"OTP"
"6684",57,"Male","Single",4070,"bandit-donsaluste","Dachshunds",416,"EMAIL"
"6685",27,"Male","Single",2793,"bandit-radinou","Brass Animals",97,"ID"
"6686",59,"Female","Married",4605,"bandit-profit","Dachshunds",481,"ID"
"6687",91,"Female","Married",5110,"bandit-picsou","Dachshunds",440,"OTP"
"6688",67,"Male","Married",5077,"bandit-profit","Dachshunds",379,"ID"
"6689",30,"Male","Single",3852,"bandit-radinou","Trading Cards",68,"EMAIL"
"6690",21,"Female","Single",2744,"bandit-picsou","Trading Cards",41,"SMS"
"6691",66,"Male","Married",5433,"bandit-donsaluste","Trading Cards",48,"OTP"
"6692",87,"Female","Married",5335,"bandit-donsaluste","Brass Animals",81,"OTP"
"6693",31,"Male","Single",3469,"bandit-picsou","Brass Animals",114,"SMS"
"6694",87,"Female","Widowed",5100,"bandit-picsou","Brass Animals",101,"SMS"
"6695",70,"Male","Married",5003,"bandit-profit","Trading Cards",38,"ID"
"6696",79,"Female","Married",4904,"bandit-profit","Trading Cards",51,"ID"
"6697",34,"Female","Single",4038,"bandit-picsou","Dachshunds",337,"EMAIL"
"6698",76,"Male","Married",4867,"bandit-donsaluste","Trading Cards",50,"ID"
"6699",21,"Male","Single",2783,"bandit-donsaluste","Dachshunds",484,"EMAIL"
"6700",31,"Female","Married",3746,"bandit-picsou","Dachshunds",470,"ID"
"6701",55,"Male","Married",4447,"bandit-donsaluste","Trading Cards",51,"EMAIL"
"6702",19,"Female","Single",2674,"bandit-picsou","Trading Cards",45,"EMAIL"
"6703",35,"Male","Single",3236,"bandit-picsou","Dachshunds",489,"EMAIL"
"6704",47,"Male","Married",3727,"bandit-profit","Dachshunds",363,"SMS"
"6705",79,"Female","Married",4954,"bandit-picsou","Trading Cards",52,"OTP"
"6706",51,"Male","Widowed",3838,"bandit-picsou","Dachshunds",411,"SMS"
"6707",31,"Female","Single",3121,"bandit-picsou","Dachshunds",329,"SMS"
"6708",33,"Male","Married",3673,"bandit-picsou","Dachshunds",429,"OTP"
"6709",80,"Female","Single",4500,"bandit-donsaluste","Trading Cards",38,"OTP"
"6710",33,"Male","Divorced",3370,"bandit-picsou","Dachshunds",409,"OTP"
"6711",28,"Female","Married",3853,"bandit-profit","Dachshunds",377,"SMS"
"6712",43,"Female","Divorced",4057,"bandit-profit","Brass Animals",110,"OTP"
"6713",54,"Male","Married",4394,"bandit-picsou","Dachshunds",557,"OTP"
"6714",36,"Male","Divorced",3638,"bandit-donsaluste","Trading Cards",42,"OTP"
"6715",58,"Male","Married",4784,"bandit-donsaluste","Dachshunds",357,"ID"
"6716",51,"Male","Single",4565,"bandit-donsaluste","Trading Cards",57,"EMAIL"
"6717",46,"Female","Single",4114,"bandit-donsaluste","Trading Cards",42,"ID"
"6718",58,"Female","Married",3877,"bandit-profit","Brass Animals",134,"OTP"
"6719",31,"Male","Single",3375,"bandit-radinou","Dachshunds",431,"EMAIL"
"6720",58,"Female","Married",4649,"bandit-profit","Brass Animals",95,"SMS"
"6721",71,"Male","Married",5213,"bandit-profit","Trading Cards",64,"ID"
"6722",48,"Male","Married",5107,"bandit-profit","Dachshunds",475,"OTP"
"6723",57,"Female","Married",3885,"bandit-donsaluste","Brass Animals",106,"EMAIL"
"6724",50,"Male","Married",3892,"bandit-picsou","Brass Animals",99,"OTP"
"6725",34,"Male","Single",2709,"bandit-picsou","Trading Cards",40,"SMS"
"6726",84,"Female","Widowed",4651,"bandit-profit","Brass Animals",133,"ID"
"6727",24,"Female","Single",3106,"bandit-profit","Dachshunds",423,"SMS"
"6728",42,"Male","Married",3891,"bandit-donsaluste","Brass Animals",102,"OTP"
"6729",67,"Female","Divorced",5674,"bandit-profit","Dachshunds",343,"OTP"
"6730",20,"Female","Single",2177,"bandit-radinou","Trading Cards",37,"EMAIL"
"6731",40,"Female","Single",4144,"bandit-profit","Dachshunds",598,"SMS"
"6732",71,"Female","Divorced",5135,"bandit-profit","Dachshunds",414,"ID"
"6733",68,"Male","Married",5170,"bandit-profit","Dachshunds",350,"OTP"
"6734",25,"Male","Single",3797,"bandit-picsou","Dachshunds",428,"OTP"
"6735",49,"Female","Single",3771,"bandit-radinou","Dachshunds",464,"ID"
"6736",71,"Male","Married",4653,"bandit-picsou","Dachshunds",434,"OTP"
"6737",26,"Female","Single",3260,"bandit-picsou","Brass Animals",124,"EMAIL"
"6738",80,"Male","Married",4402,"bandit-profit","Dachshunds",276,"ID"
"6739",20,"Male","Single",2624,"bandit-profit","Dachshunds",319,"SMS"
"6740",88,"Female","Single",4993,"bandit-picsou","Trading Cards",62,"OTP"
"6741",80,"Male","Widowed",4799,"bandit-profit","Dachshunds",369,"OTP"
"6742",19,"Female","Single",2057,"bandit-radinou","Trading Cards",75,"ID"
"6743",29,"Male","Single",3415,"bandit-radinou","Dachshunds",549,"ID"
"6744",41,"Male","Single",4256,"bandit-donsaluste","Trading Cards",52,"OTP"
"6745",36,"Male","Married",3867,"bandit-picsou","Trading Cards",52,"SMS"
"6746",40,"Male","Single",4430,"bandit-radinou","Trading Cards",60,"SMS"
"6747",35,"Female","Married",4084,"bandit-profit","Dachshunds",429,"SMS"
"6748",53,"Male","Married",4038,"bandit-profit","Trading Cards",58,"OTP"
"6749",56,"Female","Divorced",4493,"bandit-donsaluste","Trading Cards",32,"OTP"
"6750",48,"Male","Single",4655,"bandit-donsaluste","Dachshunds",475,"EMAIL"
"6751",65,"Male","Married",5117,"bandit-profit","Brass Animals",104,"EMAIL"
"6752",50,"Female","Married",3913,"bandit-profit","Trading Cards",31,"OTP"
"6753",22,"Female","Single",2168,"bandit-profit","Trading Cards",52,"SMS"
"6754",81,"Female","Married",5107,"bandit-profit","Trading Cards",37,"OTP"
"6755",55,"Female","Single",4424,"bandit-radinou","Brass Animals",97,"SMS"
"6756",39,"Female","Single",4449,"bandit-picsou","Trading Cards",70,"ID"
"6757",28,"Female","Single",3140,"bandit-picsou","Trading Cards",47,"EMAIL"
"6758",74,"Female","Divorced",5653,"bandit-profit","Dachshunds",336,"OTP"
"6759",59,"Male","Married",4289,"bandit-picsou","Trading Cards",34,"SMS"
"6760",76,"Male","Married",5343,"bandit-donsaluste","Trading Cards",57,"OTP"
"6761",55,"Female","Married",5021,"bandit-profit","Trading Cards",41,"ID"
"6762",54,"Male","Married",4153,"bandit-donsaluste","Dachshunds",264,"SMS"
"6763",43,"Male","Single",4383,"bandit-profit","Trading Cards",54,"EMAIL"
"6764",90,"Male","Widowed",4196,"bandit-profit","Brass Animals",129,"ID"
"6765",73,"Male","Divorced",4921,"bandit-picsou","Brass Animals",105,"OTP"
"6766",51,"Male","Married",4499,"bandit-donsaluste","Brass Animals",141,"SMS"
"6767",51,"Female","Single",4583,"bandit-donsaluste","Trading Cards",47,"OTP"
"6768",28,"Female","Single",2518,"bandit-picsou","Trading Cards",64,"SMS"
"6769",49,"Female","Single",3676,"bandit-donsaluste","Trading Cards",31,"ID"
"6770",27,"Female","Married",3106,"bandit-profit","Dachshunds",507,"SMS"
"6771",21,"Male","Single",2272,"bandit-donsaluste","Trading Cards",43,"SMS"
"6772",41,"Female","Single",4250,"bandit-radinou","Trading Cards",49,"OTP"
"6773",65,"Female","Married",5464,"bandit-picsou","Dachshunds",346,"OTP"
"6774",67,"Male","Divorced",4941,"bandit-profit","Trading Cards",48,"OTP"
"6775",82,"Male","Divorced",5206,"bandit-donsaluste","Dachshunds",445,"ID"
"6776",47,"Female","Single",4320,"bandit-donsaluste","Brass Animals",70,"EMAIL"
"6777",24,"Male","Single",2337,"bandit-picsou","Brass Animals",76,"EMAIL"
"6778",35,"Male","Single",3666,"bandit-picsou","Trading Cards",47,"EMAIL"
"6779",53,"Female","Married",4580,"bandit-picsou","Dachshunds",422,"SMS"
"6780",33,"Male","Divorced",3228,"bandit-picsou","Brass Animals",90,"SMS"
"6781",70,"Male","Married",5233,"bandit-profit","Brass Animals",104,"ID"
"6782",74,"Female","Divorced",5694,"bandit-profit","Dachshunds",514,"ID"
"6783",71,"Female","Widowed",4710,"bandit-profit","Brass Animals",100,"EMAIL"
"6784",63,"Male","Married",5256,"bandit-profit","Trading Cards",45,"OTP"
"6785",33,"Male","Married",3573,"bandit-radinou","Dachshunds",455,"EMAIL"
"6786",33,"Male","Married",3232,"bandit-donsaluste","Trading Cards",62,"OTP"
"6787",34,"Female","Single",4018,"bandit-radinou","Trading Cards",39,"SMS"
"6788",27,"Female","Single",3160,"bandit-picsou","Trading Cards",53,"SMS"
"6789",53,"Female","Single",4531,"bandit-profit","Trading Cards",56,"SMS"
"6790",47,"Female","Married",4416,"bandit-donsaluste","Brass Animals",109,"OTP"
"6791",50,"Male","Married",4467,"bandit-donsaluste","Trading Cards",50,"SMS"
"6792",34,"Male","Single",3270,"bandit-picsou","Trading Cards",38,"EMAIL"
"6793",52,"Male","Married",5145,"bandit-picsou","Trading Cards",51,"OTP"
"6794",60,"Male","Married",5865,"bandit-picsou","Trading Cards",50,"OTP"
"6795",38,"Female","Single",3863,"bandit-picsou","Trading Cards",51,"EMAIL"
"6796",32,"Female","Single",3142,"bandit-picsou","Trading Cards",35,"SMS"
"6797",51,"Female","Single",4158,"bandit-donsaluste","Trading Cards",46,"EMAIL"
"6798",50,"Female","Married",3637,"bandit-donsaluste","Trading Cards",57,"EMAIL"
"6799",23,"Female","Single",2677,"bandit-radinou","Trading Cards",39,"SMS"
"6800",28,"Female","Single",2824,"bandit-picsou","Dachshunds",373,"SMS"
"6801",76,"Male","Divorced",4726,"bandit-profit","Dachshunds",295,"EMAIL"
"6802",60,"Female","Married",5263,"bandit-picsou","Dachshunds",598,"SMS"
"6803",58,"Female","Married",5157,"bandit-profit","Dachshunds",434,"OTP"
"6804",40,"Male","Single",3830,"bandit-radinou","Brass Animals",111,"SMS"
"6805",43,"Male","Single",3650,"bandit-radinou","Trading Cards",51,"OTP"
"6806",43,"Male","Married",4467,"bandit-donsaluste","Dachshunds",381,"EMAIL"
"6807",43,"Female","Divorced",3932,"bandit-radinou","Dachshunds",290,"EMAIL"
"6808",36,"Female","Married",4099,"bandit-picsou","Dachshunds",377,"SMS"
"6809",78,"Female","Married",4321,"bandit-profit","Dachshunds",412,"OTP"
"6810",41,"Male","Married",4040,"bandit-profit","Trading Cards",52,"SMS"
"6811",45,"Female","Married",4610,"bandit-radinou","Brass Animals",123,"SMS"
"6812",29,"Female","Single",3096,"bandit-radinou","Dachshunds",362,"EMAIL"
"6813",23,"Female","Single",2322,"bandit-picsou","Trading Cards",57,"OTP"
"6814",40,"Male","Single",3963,"bandit-picsou","Trading Cards",49,"EMAIL"
"6815",30,"Female","Single",3984,"bandit-profit","Trading Cards",42,"EMAIL"
"6816",57,"Male","Married",4535,"bandit-donsaluste","Trading Cards",59,"ID"
"6817",28,"Male","Married",2862,"bandit-picsou","Trading Cards",67,"EMAIL"
"6818",54,"Female","Single",4433,"bandit-profit","Dachshunds",448,"ID"
"6819",55,"Female","Single",5043,"bandit-profit","Trading Cards",56,"ID"
"6820",38,"Female","Single",4010,"bandit-picsou","Trading Cards",52,"SMS"
"6821",19,"Male","Single",1876,"bandit-picsou","Dachshunds",200,"EMAIL"
"6822",85,"Female","Widowed",5541,"bandit-donsaluste","Trading Cards",48,"EMAIL"
"6823",33,"Male","Married",4178,"bandit-picsou","Dachshunds",378,"EMAIL"
"6824",61,"Male","Divorced",4822,"bandit-profit","Brass Animals",86,"OTP"
"6825",60,"Female","Single",5373,"bandit-profit","Dachshunds",604,"OTP"
"6826",76,"Male","Divorced",5100,"bandit-donsaluste","Dachshunds",363,"ID"
"6827",38,"Male","Married",3386,"bandit-radinou","Dachshunds",397,"EMAIL"
"6828",41,"Female","Married",4384,"bandit-profit","Trading Cards",44,"SMS"
"6829",31,"Female","Single",3156,"bandit-picsou","Dachshunds",404,"SMS"
"6830",62,"Female","Divorced",4952,"bandit-profit","Dachshunds",419,"OTP"
"6831",45,"Female","Single",3836,"bandit-donsaluste","Trading Cards",51,"EMAIL"
"6832",44,"Male","Married",4277,"bandit-donsaluste","Dachshunds",452,"EMAIL"
"6833",30,"Male","Single",3881,"bandit-picsou","Trading Cards",54,"SMS"
"6834",65,"Female","Married",4596,"bandit-profit","Dachshunds",376,"OTP"
"6835",42,"Male","Married",3572,"bandit-picsou","Trading Cards",50,"EMAIL"
"6836",28,"Female","Single",2843,"bandit-radinou","Trading Cards",50,"SMS"
"6837",24,"Female","Single",2338,"bandit-picsou","Trading Cards",65,"OTP"
"6838",19,"Female","Single",2344,"bandit-radinou","Trading Cards",51,"SMS"
"6839",25,"Female","Single",3447,"bandit-radinou","Trading Cards",44,"SMS"
"6840",67,"Male","Married",4953,"bandit-profit","Dachshunds",491,"OTP"
"6841",31,"Female","Single",3346,"bandit-radinou","Trading Cards",45,"EMAIL"
"6842",32,"Male","Married",3257,"bandit-donsaluste","Trading Cards",67,"OTP"
"6843",76,"Male","Married",4957,"bandit-profit","Brass Animals",135,"OTP"
"6844",35,"Female","Divorced",3933,"bandit-profit","Dachshunds",342,"EMAIL"
"6845",43,"Male","Divorced",3475,"bandit-profit","Dachshunds",355,"EMAIL"
"6846",24,"Male","Single",2574,"bandit-radinou","Trading Cards",41,"SMS"
"6847",68,"Female","Married",5177,"bandit-profit","Trading Cards",55,"OTP"
"6848",22,"Female","Single",3200,"bandit-picsou","Dachshunds",229,"SMS"
"6849",35,"Female","Married",4024,"bandit-donsaluste","Dachshunds",361,"ID"
"6850",32,"Male","Single",3578,"bandit-radinou","Trading Cards",57,"SMS"
"6851",49,"Female","Married",4097,"bandit-donsaluste","Dachshunds",389,"SMS"
"6852",35,"Female","Single",3478,"bandit-picsou","Dachshunds",308,"SMS"
"6853",66,"Female","Divorced",4743,"bandit-profit","Dachshunds",351,"OTP"
"6854",34,"Female","Married",3165,"bandit-radinou","Brass Animals",105,"EMAIL"
"6855",88,"Female","Widowed",5268,"bandit-profit","Dachshunds",283,"SMS"
"6856",75,"Male","Married",5293,"bandit-radinou","Dachshunds",329,"ID"
"6857",21,"Male","Single",2462,"bandit-radinou","Trading Cards",26,"EMAIL"
"6858",26,"Female","Single",2863,"bandit-picsou","Brass Animals",116,"OTP"
"6859",33,"Male","Married",3322,"bandit-radinou","Trading Cards",42,"OTP"
"6860",49,"Female","Married",4870,"bandit-donsaluste","Brass Animals",61,"SMS"
"6861",48,"Female","Divorced",3857,"bandit-radinou","Trading Cards",43,"EMAIL"
"6862",35,"Male","Single",3740,"bandit-radinou","Trading Cards",40,"ID"
"6863",54,"Male","Married",3957,"bandit-donsaluste","Brass Animals",67,"ID"
"6864",80,"Male","Married",5429,"bandit-picsou","Dachshunds",374,"SMS"
"6865",49,"Female","Married",4292,"bandit-picsou","Dachshunds",437,"OTP"
"6866",57,"Male","Divorced",4083,"bandit-profit","Dachshunds",343,"ID"
"6867",44,"Male","Married",4331,"bandit-picsou","Dachshunds",360,"EMAIL"
"6868",33,"Male","Single",3619,"bandit-radinou","Trading Cards",59,"ID"
"6869",68,"Male","Married",5111,"bandit-picsou","Dachshunds",385,"ID"
"6870",32,"Female","Married",3500,"bandit-donsaluste","Dachshunds",503,"OTP"
"6871",58,"Male","Married",4512,"bandit-radinou","Trading Cards",45,"OTP"
"6872",56,"Male","Married",4519,"bandit-donsaluste","Dachshunds",448,"ID"
"6873",72,"Male","Married",4766,"bandit-profit","Trading Cards",65,"ID"
"6874",32,"Female","Single",3554,"bandit-donsaluste","Dachshunds",459,"SMS"
"6875",21,"Female","Single",2478,"bandit-profit","Dachshunds",495,"EMAIL"
"6876",47,"Female","Single",4418,"bandit-picsou","Trading Cards",58,"EMAIL"
"6877",36,"Female","Married",3962,"bandit-picsou","Dachshunds",382,"ID"
"6878",30,"Male","Single",3103,"bandit-profit","Brass Animals",132,"EMAIL"
"6879",37,"Female","Divorced",3533,"bandit-radinou","Brass Animals",121,"OTP"
"6880",92,"Male","Widowed",5278,"bandit-profit","Brass Animals",95,"OTP"
"6881",33,"Male","Single",3618,"bandit-profit","Dachshunds",407,"ID"
"6882",67,"Male","Divorced",4191,"bandit-donsaluste","Brass Animals",84,"EMAIL"
"6883",61,"Female","Married",4754,"bandit-radinou","Dachshunds",312,"ID"
"6884",82,"Female","Married",4249,"bandit-radinou","Dachshunds",429,"ID"
"6885",26,"Female","Married",2400,"bandit-radinou","Dachshunds",346,"ID"
"6886",36,"Female","Single",2915,"bandit-donsaluste","Trading Cards",46,"SMS"
"6887",25,"Male","Single",2231,"bandit-donsaluste","Trading Cards",45,"EMAIL"
"6888",60,"Female","Married",5151,"bandit-donsaluste","Trading Cards",61,"OTP"
"6889",23,"Male","Single",3121,"bandit-donsaluste","Trading Cards",52,"SMS"
"6890",26,"Female","Single",2973,"bandit-profit","Trading Cards",55,"EMAIL"
"6891",53,"Male","Widowed",3690,"bandit-donsaluste","Trading Cards",49,"OTP"
"6892",71,"Female","Married",4744,"bandit-donsaluste","Trading Cards",48,"OTP"
"6893",29,"Male","Married",2718,"bandit-radinou","Trading Cards",56,"OTP"
"6894",71,"Female","Single",5247,"bandit-radinou","Trading Cards",58,"ID"
"6895",21,"Male","Single",2082,"bandit-radinou","Trading Cards",57,"SMS"
"6896",50,"Female","Married",4943,"bandit-donsaluste","Trading Cards",38,"OTP"
"6897",85,"Female","Widowed",5069,"bandit-radinou","Dachshunds",516,"ID"
"6898",38,"Male","Married",3923,"bandit-picsou","Dachshunds",382,"SMS"
"6899",45,"Female","Married",3941,"bandit-donsaluste","Dachshunds",543,"OTP"
"6900",28,"Male","Single",2843,"bandit-picsou","Trading Cards",32,"ID"
"6901",49,"Female","Married",3951,"bandit-profit","Dachshunds",521,"ID"
"6902",36,"Female","Single",3693,"bandit-picsou","Brass Animals",122,"SMS"
"6903",38,"Female","Married",3489,"bandit-picsou","Brass Animals",99,"SMS"
"6904",27,"Male","Single",2745,"bandit-donsaluste","Dachshunds",203,"EMAIL"
"6905",59,"Male","Divorced",4847,"bandit-profit","Dachshunds",463,"OTP"
"6906",60,"Male","Divorced",5843,"bandit-profit","Dachshunds",323,"ID"
"6907",78,"Female","Widowed",5056,"bandit-profit","Brass Animals",84,"ID"
"6908",57,"Female","Divorced",4648,"bandit-picsou","Dachshunds",261,"ID"
"6909",32,"Female","Divorced",3459,"bandit-profit","Dachshunds",484,"EMAIL"
"6910",31,"Female","Married",3354,"bandit-picsou","Brass Animals",68,"ID"
"6911",49,"Female","Married",4553,"bandit-picsou","Trading Cards",61,"SMS"
"6912",74,"Male","Widowed",5341,"bandit-profit","Trading Cards",46,"EMAIL"
"6913",83,"Female","Widowed",5481,"bandit-picsou","Dachshunds",443,"EMAIL"
"6914",21,"Male","Single",1553,"bandit-radinou","Trading Cards",53,"SMS"
"6915",91,"Male","Widowed",5309,"bandit-donsaluste","Brass Animals",75,"OTP"
"6916",22,"Male","Single",3328,"bandit-radinou","Trading Cards",28,"SMS"
"6917",20,"Male","Single",2815,"bandit-radinou","Dachshunds",468,"SMS"
"6918",89,"Male","Widowed",4378,"bandit-donsaluste","Brass Animals",99,"OTP"
"6919",35,"Female","Married",3540,"bandit-picsou","Dachshunds",387,"SMS"
"6920",27,"Female","Single",3219,"bandit-picsou","Trading Cards",51,"EMAIL"
"6921",71,"Female","Divorced",5054,"bandit-radinou","Brass Animals",60,"OTP"
"6922",70,"Male","Married",5132,"bandit-profit","Dachshunds",441,"OTP"
"6923",40,"Female","Single",4685,"bandit-profit","Trading Cards",51,"ID"
"6924",22,"Female","Single",2482,"bandit-radinou","Dachshunds",573,"OTP"
"6925",55,"Female","Married",4718,"bandit-donsaluste","Trading Cards",54,"ID"
"6926",37,"Female","Single",3550,"bandit-picsou","Trading Cards",46,"EMAIL"
"6927",82,"Male","Divorced",5465,"bandit-profit","Brass Animals",96,"EMAIL"
"6928",26,"Female","Single",2834,"bandit-picsou","Dachshunds",353,"SMS"
"6929",29,"Female","Single",2950,"bandit-donsaluste","Trading Cards",35,"OTP"
"6930",19,"Male","Single",2319,"bandit-radinou","Dachshunds",473,"OTP"
"6931",40,"Male","Married",3658,"bandit-donsaluste","Dachshunds",523,"OTP"
"6932",44,"Male","Single",3736,"bandit-profit","Trading Cards",57,"SMS"
"6933",66,"Female","Married",5620,"bandit-donsaluste","Brass Animals",79,"OTP"
"6934",42,"Male","Single",3714,"bandit-profit","Trading Cards",53,"SMS"
