"","age","gender","status"
"5935",53,"Female","Married"
"5936",41,"Female","Married"
"5937",24,"Male","Single"
"5938",60,"Male","Divorced"
"5939",71,"Female","Married"
"5940",67,"Female","Widowed"
"5941",41,"Female","Single"
"5942",51,"Female","Married"
"5943",35,"Female","Married"
"5944",84,"Male","Widowed"
"5945",44,"Female","Single"
"5946",48,"Female","Married"
"5947",74,"Male","Married"
"5948",60,"Female","Married"
"5949",29,"Male","Single"
"5950",19,"Male","Single"
"5951",24,"Male","Single"
"5952",55,"Male","Divorced"
"5953",19,"Male","Single"
"5954",19,"Male","Single"
"5955",50,"Male","Divorced"
"5956",82,"Male","Single"
"5957",57,"Female","Married"
"5958",54,"Female","Divorced"
"5959",22,"Female","Single"
"5960",41,"Female","Divorced"
"5961",43,"Female","Married"
"5962",74,"Male","Married"
"5963",61,"Male","Married"
"5964",28,"Female","Single"
"5965",25,"Male","Single"
"5966",57,"Female","Married"
"5967",78,"Male","Married"
"5968",49,"Male","Married"
"5969",65,"Female","Married"
"5970",34,"Female","Married"
"5971",46,"Male","Married"
"5972",68,"Male","Married"
"5973",50,"Female","Married"
"5974",76,"Male","Widowed"
"5975",33,"Male","Married"
"5976",33,"Male","Married"
"5977",83,"Male","Widowed"
"5978",51,"Male","Widowed"
"5979",19,"Female","Single"
"5980",27,"Male","Single"
"5981",55,"Female","Divorced"
"5982",59,"Male","Married"
"5983",30,"Female","Single"
"5984",65,"Female","Married"
"5985",79,"Male","Married"
"5986",61,"Female","Divorced"
"5987",48,"Male","Married"
"5988",69,"Female","Married"
"5989",72,"Male","Married"
"5990",61,"Male","Married"
"5991",60,"Male","Married"
"5992",77,"Female","Married"
"5993",37,"Male","Single"
"5994",71,"Female","Married"
"5995",44,"Female","Married"
"5996",59,"Female","Married"
"5997",32,"Female","Married"
"5998",29,"Male","Single"
"5999",20,"Male","Single"
"6000",45,"Male","Married"
"6001",56,"Female","Married"
"6002",50,"Male","Single"
"6003",57,"Female","Married"
"6004",33,"Female","Single"
"6005",54,"Female","Divorced"
"6006",69,"Male","Widowed"
"6007",63,"Female","Married"
"6008",32,"Male","Single"
"6009",40,"Female","Married"
"6010",31,"Male","Married"
"6011",47,"Female","Married"
"6012",50,"Female","Single"
"6013",35,"Female","Married"
"6014",66,"Male","Divorced"
"6015",31,"Male","Divorced"
"6016",36,"Female","Single"
"6017",59,"Male","Widowed"
"6018",51,"Male","Single"
"6019",69,"Female","Divorced"
"6020",73,"Male","Widowed"
"6021",79,"Male","Married"
"6022",57,"Female","Single"
"6023",51,"Female","Married"
"6024",50,"Male","Single"
"6025",26,"Female","Married"
"6026",53,"Female","Divorced"
"6027",42,"Male","Married"
"6028",31,"Female","Single"
"6029",87,"Male","Married"
"6030",34,"Male","Single"
"6031",33,"Female","Married"
"6032",35,"Male","Single"
"6033",33,"Female","Single"
"6034",21,"Male","Single"
"6035",61,"Male","Married"
"6036",77,"Male","Widowed"
"6037",44,"Male","Divorced"
"6038",40,"Male","Married"
"6039",64,"Male","Married"
"6040",69,"Female","Married"
"6041",41,"Female","Married"
"6042",42,"Female","Married"
"6043",73,"Male","Married"
"6044",79,"Female","Divorced"
"6045",56,"Female","Divorced"
"6046",23,"Female","Single"
"6047",86,"Male","Married"
"6048",46,"Male","Married"
"6049",59,"Female","Married"
"6050",67,"Male","Married"
"6051",62,"Male","Married"
"6052",53,"Male","Married"
"6053",21,"Male","Single"
"6054",34,"Female","Single"
"6055",71,"Male","Married"
"6056",69,"Male","Single"
"6057",55,"Female","Married"
"6058",25,"Male","Single"
"6059",49,"Female","Divorced"
"6060",64,"Female","Married"
"6061",37,"Female","Married"
"6062",43,"Female","Married"
"6063",33,"Female","Single"
"6064",46,"Male","Married"
"6065",35,"Female","Single"
"6066",62,"Male","Divorced"
"6067",87,"Female","Widowed"
"6068",48,"Male","Single"
"6069",34,"Male","Single"
"6070",51,"Female","Married"
"6071",55,"Female","Married"
"6072",40,"Male","Divorced"
"6073",44,"Male","Single"
"6074",34,"Male","Single"
"6075",29,"Female","Single"
"6076",41,"Female","Divorced"
"6077",72,"Female","Widowed"
"6078",53,"Male","Married"
"6079",64,"Female","Married"
"6080",49,"Female","Married"
"6081",36,"Female","Married"
"6082",68,"Male","Married"
"6083",41,"Male","Single"
"6084",31,"Male","Single"
"6085",27,"Female","Single"
"6086",56,"Male","Single"
"6087",38,"Female","Single"
"6088",54,"Male","Single"
"6089",38,"Female","Single"
"6090",62,"Female","Married"
"6091",89,"Female","Widowed"
"6092",41,"Female","Single"
"6093",44,"Male","Married"
"6094",58,"Male","Single"
"6095",28,"Female","Single"
"6096",27,"Male","Married"
"6097",47,"Male","Single"
"6098",47,"Female","Single"
"6099",69,"Male","Married"
"6100",66,"Male","Married"
"6101",64,"Male","Married"
"6102",39,"Female","Married"
"6103",29,"Male","Single"
"6104",78,"Male","Married"
"6105",28,"Male","Single"
"6106",86,"Female","Single"
"6107",47,"Female","Married"
"6108",72,"Female","Married"
"6109",44,"Male","Single"
"6110",61,"Female","Married"
"6111",37,"Female","Divorced"
"6112",47,"Female","Divorced"
"6113",67,"Female","Married"
"6114",85,"Female","Single"
"6115",31,"Female","Single"
"6116",67,"Male","Divorced"
"6117",32,"Female","Single"
"6118",85,"Female","Widowed"
"6119",58,"Male","Married"
"6120",61,"Male","Divorced"
"6121",31,"Male","Married"
"6122",77,"Female","Married"
"6123",60,"Male","Married"
"6124",47,"Female","Married"
"6125",68,"Male","Widowed"
"6126",71,"Male","Married"
"6127",26,"Male","Single"
"6128",61,"Male","Divorced"
"6129",34,"Male","Single"
"6130",32,"Male","Single"
"6131",30,"Male","Married"
"6132",36,"Female","Married"
"6133",68,"Female","Divorced"
"6134",25,"Male","Single"
"6135",50,"Male","Divorced"
"6136",82,"Male","Married"
"6137",85,"Male","Widowed"
"6138",35,"Male","Single"
"6139",32,"Female","Single"
"6140",40,"Female","Single"
"6141",68,"Male","Divorced"
"6142",76,"Female","Married"
"6143",88,"Female","Widowed"
"6144",28,"Female","Married"
"6145",45,"Female","Divorced"
"6146",26,"Female","Single"
"6147",70,"Female","Married"
"6148",45,"Male","Single"
"6149",46,"Female","Single"
"6150",57,"Female","Divorced"
"6151",64,"Male","Widowed"
"6152",39,"Female","Married"
"6153",21,"Male","Single"
"6154",33,"Male","Single"
"6155",24,"Male","Single"
"6156",55,"Male","Married"
"6157",67,"Female","Married"
"6158",56,"Male","Married"
"6159",65,"Male","Widowed"
"6160",64,"Female","Divorced"
"6161",72,"Female","Married"
"6162",51,"Male","Divorced"
"6163",50,"Female","Married"
"6164",26,"Male","Single"
"6165",52,"Female","Married"
"6166",41,"Female","Single"
"6167",19,"Male","Single"
"6168",37,"Male","Single"
"6169",57,"Female","Married"
"6170",24,"Male","Single"
"6171",36,"Female","Single"
"6172",61,"Male","Single"
"6173",39,"Male","Single"
"6174",42,"Female","Single"
"6175",41,"Female","Married"
"6176",34,"Male","Single"
"6177",27,"Female","Single"
"6178",81,"Male","Widowed"
"6179",68,"Female","Divorced"
"6180",34,"Female","Married"
"6181",82,"Female","Married"
"6182",40,"Female","Divorced"
"6183",40,"Male","Married"
"6184",33,"Female","Single"
"6185",74,"Female","Married"
"6186",21,"Male","Single"
"6187",54,"Female","Married"
"6188",54,"Male","Married"
"6189",23,"Female","Single"
"6190",28,"Male","Single"
"6191",34,"Female","Single"
"6192",84,"Female","Widowed"
"6193",25,"Male","Single"
"6194",29,"Female","Married"
"6195",48,"Male","Married"
"6196",42,"Male","Single"
"6197",42,"Male","Married"
"6198",62,"Female","Married"
"6199",75,"Female","Widowed"
"6200",86,"Male","Married"
"6201",53,"Male","Married"
"6202",23,"Male","Single"
"6203",27,"Female","Single"
"6204",72,"Male","Divorced"
"6205",24,"Female","Single"
"6206",38,"Female","Single"
"6207",44,"Female","Married"
"6208",40,"Male","Single"
"6209",43,"Female","Divorced"
"6210",34,"Female","Married"
"6211",52,"Female","Married"
"6212",26,"Male","Single"
"6213",54,"Male","Married"
"6214",22,"Female","Single"
"6215",71,"Female","Married"
"6216",55,"Female","Married"
"6217",76,"Female","Married"
"6218",64,"Male","Single"
"6219",20,"Male","Single"
"6220",52,"Male","Single"
"6221",71,"Female","Divorced"
"6222",35,"Female","Single"
"6223",33,"Male","Single"
"6224",55,"Male","Married"
"6225",56,"Female","Married"
"6226",24,"Male","Single"
"6227",29,"Male","Single"
"6228",62,"Male","Married"
"6229",66,"Male","Married"
"6230",62,"Female","Married"
"6231",80,"Male","Married"
"6232",42,"Male","Married"
"6233",37,"Female","Married"
"6234",66,"Male","Married"
"6235",57,"Female","Single"
"6236",76,"Male","Married"
"6237",46,"Female","Single"
"6238",28,"Male","Married"
"6239",39,"Male","Married"
"6240",52,"Male","Married"
"6241",89,"Female","Widowed"
"6242",31,"Male","Divorced"
"6243",50,"Female","Single"
"6244",33,"Female","Married"
"6245",28,"Male","Single"
"6246",22,"Female","Single"
"6247",57,"Male","Divorced"
"6248",28,"Female","Married"
"6249",56,"Male","Married"
"6250",30,"Male","Single"
"6251",22,"Female","Single"
"6252",23,"Female","Single"
"6253",85,"Female","Widowed"
"6254",39,"Female","Married"
"6255",34,"Female","Married"
"6256",34,"Female","Married"
"6257",59,"Male","Divorced"
"6258",30,"Female","Single"
"6259",44,"Male","Single"
"6260",48,"Female","Married"
"6261",19,"Female","Single"
"6262",22,"Female","Single"
"6263",60,"Female","Married"
"6264",35,"Male","Single"
"6265",49,"Female","Married"
"6266",29,"Female","Single"
"6267",76,"Male","Single"
"6268",99,"Female","Widowed"
"6269",56,"Male","Married"
"6270",56,"Male","Single"
"6271",76,"Male","Married"
"6272",77,"Female","Married"
"6273",72,"Female","Single"
"6274",69,"Female","Divorced"
"6275",52,"Female","Single"
"6276",82,"Male","Married"
"6277",80,"Male","Married"
"6278",63,"Male","Married"
"6279",58,"Male","Single"
"6280",74,"Female","Married"
"6281",35,"Female","Single"
"6282",37,"Male","Single"
"6283",35,"Male","Married"
"6284",65,"Female","Married"
"6285",55,"Male","Married"
"6286",41,"Male","Divorced"
"6287",82,"Male","Widowed"
"6288",35,"Female","Single"
"6289",71,"Male","Married"
"6290",42,"Female","Divorced"
"6291",71,"Female","Divorced"
"6292",57,"Female","Divorced"
"6293",67,"Male","Widowed"
"6294",90,"Female","Married"
"6295",19,"Female","Single"
"6296",38,"Male","Married"
"6297",36,"Male","Single"
"6298",52,"Male","Single"
"6299",31,"Female","Single"
"6300",43,"Female","Married"
"6301",67,"Male","Married"
"6302",68,"Female","Divorced"
"6303",36,"Female","Married"
"6304",65,"Male","Married"
"6305",57,"Male","Divorced"
"6306",57,"Female","Married"
"6307",74,"Female","Widowed"
"6308",54,"Male","Married"
"6309",65,"Male","Widowed"
"6310",52,"Female","Married"
"6311",91,"Male","Widowed"
"6312",65,"Male","Married"
"6313",40,"Male","Married"
"6314",35,"Female","Single"
"6315",66,"Male","Divorced"
"6316",35,"Female","Married"
"6317",29,"Male","Married"
"6318",40,"Male","Single"
"6319",44,"Female","Married"
"6320",43,"Male","Single"
"6321",21,"Male","Single"
"6322",50,"Female","Married"
"6323",33,"Male","Single"
"6324",34,"Female","Married"
"6325",22,"Female","Single"
"6326",49,"Female","Married"
"6327",37,"Male","Single"
"6328",19,"Male","Single"
"6329",32,"Female","Married"
"6330",23,"Male","Single"
"6331",63,"Female","Single"
"6332",73,"Male","Married"
"6333",21,"Male","Single"
"6334",43,"Male","Single"
"6335",34,"Female","Married"
"6336",33,"Female","Married"
"6337",36,"Female","Single"
"6338",43,"Female","Divorced"
"6339",57,"Female","Divorced"
"6340",18,"Female","Single"
"6341",46,"Male","Married"
"6342",24,"Male","Single"
"6343",65,"Male","Single"
"6344",67,"Female","Divorced"
"6345",59,"Male","Married"
"6346",92,"Male","Single"
"6347",36,"Male","Married"
"6348",46,"Female","Married"
"6349",53,"Female","Married"
"6350",28,"Male","Single"
"6351",47,"Female","Divorced"
"6352",25,"Female","Single"
"6353",79,"Female","Married"
"6354",48,"Male","Married"
"6355",58,"Female","Married"
"6356",88,"Female","Married"
"6357",28,"Male","Single"
"6358",41,"Female","Divorced"
"6359",58,"Female","Divorced"
"6360",36,"Female","Single"
"6361",52,"Female","Married"
"6362",60,"Female","Married"
"6363",69,"Male","Single"
"6364",70,"Female","Widowed"
"6365",38,"Male","Divorced"
"6366",59,"Female","Married"
"6367",26,"Female","Single"
"6368",83,"Male","Widowed"
"6369",69,"Male","Married"
"6370",90,"Male","Widowed"
"6371",31,"Female","Single"
"6372",26,"Female","Single"
"6373",56,"Male","Divorced"
"6374",36,"Male","Single"
"6375",34,"Female","Married"
"6376",58,"Female","Married"
"6377",27,"Female","Single"
"6378",59,"Male","Divorced"
"6379",51,"Male","Married"
"6380",48,"Female","Married"
"6381",47,"Female","Single"
"6382",48,"Male","Single"
"6383",58,"Male","Married"
"6384",79,"Male","Widowed"
"6385",35,"Male","Married"
"6386",33,"Male","Single"
"6387",66,"Male","Divorced"
"6388",44,"Female","Married"
"6389",58,"Male","Married"
"6390",64,"Female","Married"
"6391",68,"Female","Married"
"6392",58,"Male","Single"
"6393",38,"Female","Divorced"
"6394",94,"Female","Married"
"6395",55,"Female","Single"
"6396",36,"Male","Married"
"6397",34,"Male","Single"
"6398",84,"Female","Married"
"6399",27,"Male","Single"
"6400",66,"Female","Divorced"
"6401",75,"Female","Married"
"6402",57,"Male","Divorced"
"6403",30,"Female","Married"
"6404",47,"Female","Divorced"
"6405",27,"Male","Single"
"6406",76,"Male","Widowed"
"6407",59,"Female","Married"
"6408",53,"Male","Single"
"6409",92,"Male","Widowed"
"6410",20,"Male","Single"
"6411",66,"Male","Married"
"6412",31,"Male","Married"
"6413",57,"Male","Divorced"
"6414",47,"Female","Divorced"
"6415",38,"Female","Single"
"6416",49,"Female","Divorced"
"6417",39,"Female","Married"
"6418",74,"Male","Married"
"6419",24,"Female","Single"
"6420",54,"Female","Married"
"6421",75,"Male","Married"
"6422",43,"Female","Divorced"
"6423",40,"Male","Married"
"6424",85,"Male","Widowed"
"6425",29,"Female","Married"
"6426",28,"Male","Single"
"6427",32,"Female","Single"
"6428",69,"Female","Married"
"6429",31,"Female","Single"
"6430",62,"Male","Single"
"6431",77,"Female","Married"
"6432",48,"Female","Divorced"
"6433",86,"Male","Married"
"6434",20,"Female","Single"
"6435",65,"Male","Married"
"6436",27,"Female","Single"
"6437",93,"Female","Widowed"
"6438",59,"Male","Married"
"6439",38,"Female","Married"
"6440",39,"Female","Single"
"6441",67,"Female","Married"
"6442",54,"Male","Single"
"6443",22,"Male","Single"
"6444",52,"Female","Married"
"6445",84,"Female","Widowed"
"6446",39,"Male","Single"
"6447",21,"Male","Single"
"6448",65,"Female","Married"
"6449",33,"Male","Single"
"6450",77,"Female","Married"
"6451",60,"Female","Divorced"
"6452",62,"Male","Widowed"
"6453",59,"Female","Divorced"
"6454",40,"Female","Divorced"
"6455",21,"Male","Single"
"6456",70,"Male","Married"
"6457",40,"Female","Married"
"6458",52,"Male","Married"
"6459",50,"Male","Divorced"
"6460",69,"Male","Widowed"
"6461",31,"Female","Single"
"6462",66,"Female","Divorced"
"6463",57,"Female","Divorced"
"6464",69,"Female","Single"
"6465",20,"Female","Single"
"6466",54,"Male","Single"
"6467",32,"Female","Single"
"6468",67,"Female","Married"
"6469",61,"Female","Widowed"
"6470",74,"Female","Married"
"6471",30,"Female","Single"
"6472",49,"Female","Married"
"6473",65,"Female","Married"
"6474",56,"Female","Single"
"6475",32,"Male","Single"
"6476",68,"Male","Married"
"6477",68,"Female","Married"
"6478",55,"Female","Married"
"6479",47,"Male","Married"
"6480",89,"Male","Widowed"
"6481",55,"Male","Divorced"
"6482",41,"Male","Single"
"6483",32,"Female","Single"
"6484",30,"Male","Single"
"6485",89,"Female","Married"
"6486",20,"Female","Single"
"6487",56,"Female","Single"
"6488",28,"Female","Single"
"6489",59,"Female","Married"
"6490",25,"Male","Single"
"6491",51,"Female","Divorced"
"6492",61,"Male","Married"
"6493",48,"Male","Married"
"6494",57,"Female","Married"
"6495",63,"Female","Married"
"6496",70,"Male","Widowed"
"6497",79,"Male","Widowed"
"6498",53,"Male","Married"
"6499",39,"Male","Married"
"6500",54,"Male","Married"
"6501",57,"Male","Single"
"6502",36,"Male","Married"
"6503",63,"Male","Single"
"6504",54,"Female","Married"
"6505",48,"Male","Divorced"
"6506",84,"Male","Married"
"6507",52,"Female","Divorced"
"6508",83,"Female","Married"
"6509",36,"Male","Married"
"6510",83,"Male","Single"
"6511",23,"Female","Single"
"6512",54,"Male","Married"
"6513",50,"Female","Widowed"
"6514",75,"Female","Married"
"6515",79,"Female","Married"
"6516",32,"Male","Married"
"6517",49,"Male","Divorced"
"6518",53,"Male","Married"
"6519",86,"Female","Married"
"6520",62,"Female","Married"
"6521",31,"Female","Married"
"6522",63,"Male","Divorced"
"6523",30,"Male","Divorced"
"6524",47,"Female","Married"
"6525",76,"Female","Married"
"6526",22,"Female","Single"
"6527",55,"Male","Divorced"
"6528",40,"Female","Married"
"6529",54,"Male","Married"
"6530",27,"Female","Single"
"6531",51,"Male","Married"
"6532",61,"Female","Divorced"
"6533",54,"Male","Divorced"
"6534",84,"Female","Married"
"6535",74,"Female","Married"
"6536",25,"Female","Single"
"6537",51,"Female","Married"
"6538",83,"Male","Single"
"6539",67,"Male","Widowed"
"6540",42,"Female","Married"
"6541",52,"Female","Divorced"
"6542",86,"Male","Widowed"
"6543",41,"Female","Married"
"6544",73,"Female","Married"
"6545",32,"Female","Married"
"6546",60,"Female","Married"
"6547",48,"Male","Single"
"6548",61,"Female","Married"
"6549",70,"Male","Married"
"6550",21,"Male","Single"
"6551",38,"Female","Married"
"6552",55,"Female","Single"
"6553",23,"Female","Single"
"6554",36,"Female","Single"
"6555",48,"Male","Married"
"6556",64,"Female","Married"
"6557",20,"Male","Single"
"6558",82,"Female","Widowed"
"6559",30,"Male","Single"
"6560",52,"Female","Married"
"6561",27,"Male","Single"
"6562",56,"Female","Single"
"6563",19,"Male","Single"
"6564",96,"Male","Divorced"
"6565",39,"Male","Married"
"6566",46,"Female","Divorced"
"6567",48,"Female","Widowed"
"6568",37,"Male","Married"
"6569",21,"Male","Single"
"6570",58,"Female","Married"
"6571",39,"Male","Married"
"6572",70,"Female","Married"
"6573",42,"Female","Married"
"6574",37,"Male","Married"
"6575",66,"Male","Married"
"6576",47,"Female","Married"
"6577",67,"Female","Married"
"6578",21,"Male","Single"
"6579",59,"Female","Divorced"
"6580",66,"Male","Married"
"6581",54,"Female","Married"
"6582",40,"Male","Married"
"6583",52,"Male","Married"
"6584",51,"Female","Married"
"6585",53,"Male","Married"
"6586",53,"Male","Married"
"6587",32,"Female","Single"
"6588",59,"Male","Married"
"6589",44,"Male","Married"
"6590",52,"Male","Divorced"
"6591",52,"Female","Married"
"6592",41,"Female","Single"
"6593",81,"Female","Divorced"
"6594",80,"Female","Single"
"6595",18,"Male","Single"
"6596",43,"Male","Married"
"6597",39,"Female","Single"
"6598",54,"Male","Married"
"6599",43,"Male","Married"
"6600",60,"Female","Divorced"
"6601",69,"Male","Married"
"6602",50,"Male","Divorced"
"6603",49,"Female","Single"
"6604",28,"Female","Single"
"6605",59,"Male","Married"
"6606",32,"Female","Single"
"6607",46,"Female","Divorced"
"6608",78,"Male","Married"
"6609",57,"Female","Divorced"
"6610",33,"Male","Single"
"6611",57,"Female","Married"
"6612",65,"Female","Single"
"6613",43,"Male","Single"
"6614",47,"Female","Married"
"6615",79,"Male","Widowed"
"6616",20,"Female","Single"
"6617",68,"Female","Married"
"6618",75,"Male","Widowed"
"6619",85,"Male","Widowed"
"6620",62,"Female","Married"
"6621",54,"Female","Divorced"
"6622",41,"Female","Single"
"6623",84,"Female","Divorced"
"6624",26,"Male","Single"
"6625",55,"Male","Divorced"
"6626",60,"Female","Married"
"6627",75,"Male","Married"
"6628",23,"Male","Single"
"6629",58,"Female","Single"
"6630",78,"Female","Widowed"
"6631",48,"Male","Married"
"6632",26,"Female","Single"
"6633",76,"Male","Widowed"
"6634",82,"Female","Married"
"6635",35,"Female","Single"
"6636",64,"Female","Married"
"6637",75,"Male","Widowed"
"6638",65,"Female","Married"
"6639",26,"Female","Single"
"6640",71,"Male","Married"
"6641",74,"Female","Married"
"6642",81,"Male","Married"
"6643",76,"Male","Widowed"
"6644",58,"Female","Divorced"
"6645",18,"Male","Single"
"6646",45,"Female","Married"
"6647",23,"Female","Single"
"6648",48,"Female","Single"
"6649",24,"Female","Single"
"6650",74,"Female","Married"
"6651",47,"Male","Single"
"6652",53,"Male","Married"
"6653",62,"Female","Divorced"
"6654",58,"Male","Married"
"6655",62,"Female","Married"
"6656",78,"Female","Married"
"6657",59,"Male","Divorced"
"6658",60,"Female","Married"
"6659",40,"Female","Married"
"6660",30,"Female","Single"
"6661",44,"Male","Married"
"6662",75,"Female","Married"
"6663",68,"Female","Married"
"6664",71,"Female","Married"
"6665",51,"Male","Divorced"
"6666",55,"Female","Married"
"6667",47,"Female","Married"
"6668",54,"Male","Married"
"6669",71,"Female","Married"
"6670",26,"Female","Married"
"6671",77,"Male","Married"
"6672",64,"Male","Married"
"6673",34,"Male","Single"
"6674",28,"Female","Single"
"6675",32,"Female","Single"
"6676",46,"Female","Single"
"6677",83,"Female","Married"
"6678",28,"Male","Single"
"6679",42,"Female","Married"
"6680",65,"Male","Single"
"6681",45,"Female","Single"
"6682",18,"Male","Single"
"6683",65,"Female","Married"
"6684",57,"Male","Single"
"6685",27,"Male","Single"
"6686",59,"Female","Married"
"6687",91,"Female","Married"
"6688",67,"Male","Married"
"6689",30,"Male","Single"
"6690",21,"Female","Single"
"6691",66,"Male","Married"
"6692",87,"Female","Married"
"6693",31,"Male","Single"
"6694",87,"Female","Widowed"
"6695",70,"Male","Married"
"6696",79,"Female","Married"
"6697",34,"Female","Single"
"6698",76,"Male","Married"
"6699",21,"Male","Single"
"6700",31,"Female","Married"
"6701",55,"Male","Married"
"6702",19,"Female","Single"
"6703",35,"Male","Single"
"6704",47,"Male","Married"
"6705",79,"Female","Married"
"6706",51,"Male","Widowed"
"6707",31,"Female","Single"
"6708",33,"Male","Married"
"6709",80,"Female","Single"
"6710",33,"Male","Divorced"
"6711",28,"Female","Married"
"6712",43,"Female","Divorced"
"6713",54,"Male","Married"
"6714",36,"Male","Divorced"
"6715",58,"Male","Married"
"6716",51,"Male","Single"
"6717",46,"Female","Single"
"6718",58,"Female","Married"
"6719",31,"Male","Single"
"6720",58,"Female","Married"
"6721",71,"Male","Married"
"6722",48,"Male","Married"
"6723",57,"Female","Married"
"6724",50,"Male","Married"
"6725",34,"Male","Single"
"6726",84,"Female","Widowed"
"6727",24,"Female","Single"
"6728",42,"Male","Married"
"6729",67,"Female","Divorced"
"6730",20,"Female","Single"
"6731",40,"Female","Single"
"6732",71,"Female","Divorced"
"6733",68,"Male","Married"
"6734",25,"Male","Single"
"6735",49,"Female","Single"
"6736",71,"Male","Married"
"6737",26,"Female","Single"
"6738",80,"Male","Married"
"6739",20,"Male","Single"
"6740",88,"Female","Single"
"6741",80,"Male","Widowed"
"6742",19,"Female","Single"
"6743",29,"Male","Single"
"6744",41,"Male","Single"
"6745",36,"Male","Married"
"6746",40,"Male","Single"
"6747",35,"Female","Married"
"6748",53,"Male","Married"
"6749",56,"Female","Divorced"
"6750",48,"Male","Single"
"6751",65,"Male","Married"
"6752",50,"Female","Married"
"6753",22,"Female","Single"
"6754",81,"Female","Married"
"6755",55,"Female","Single"
"6756",39,"Female","Single"
"6757",28,"Female","Single"
"6758",74,"Female","Divorced"
"6759",59,"Male","Married"
"6760",76,"Male","Married"
"6761",55,"Female","Married"
"6762",54,"Male","Married"
"6763",43,"Male","Single"
"6764",90,"Male","Widowed"
"6765",73,"Male","Divorced"
"6766",51,"Male","Married"
"6767",51,"Female","Single"
"6768",28,"Female","Single"
"6769",49,"Female","Single"
"6770",27,"Female","Married"
"6771",21,"Male","Single"
"6772",41,"Female","Single"
"6773",65,"Female","Married"
"6774",67,"Male","Divorced"
"6775",82,"Male","Divorced"
"6776",47,"Female","Single"
"6777",24,"Male","Single"
"6778",35,"Male","Single"
"6779",53,"Female","Married"
"6780",33,"Male","Divorced"
"6781",70,"Male","Married"
"6782",74,"Female","Divorced"
"6783",71,"Female","Widowed"
"6784",63,"Male","Married"
"6785",33,"Male","Married"
"6786",33,"Male","Married"
"6787",34,"Female","Single"
"6788",27,"Female","Single"
"6789",53,"Female","Single"
"6790",47,"Female","Married"
"6791",50,"Male","Married"
"6792",34,"Male","Single"
"6793",52,"Male","Married"
"6794",60,"Male","Married"
"6795",38,"Female","Single"
"6796",32,"Female","Single"
"6797",51,"Female","Single"
"6798",50,"Female","Married"
"6799",23,"Female","Single"
"6800",28,"Female","Single"
"6801",76,"Male","Divorced"
"6802",60,"Female","Married"
"6803",58,"Female","Married"
"6804",40,"Male","Single"
"6805",43,"Male","Single"
"6806",43,"Male","Married"
"6807",43,"Female","Divorced"
"6808",36,"Female","Married"
"6809",78,"Female","Married"
"6810",41,"Male","Married"
"6811",45,"Female","Married"
"6812",29,"Female","Single"
"6813",23,"Female","Single"
"6814",40,"Male","Single"
"6815",30,"Female","Single"
"6816",57,"Male","Married"
"6817",28,"Male","Married"
"6818",54,"Female","Single"
"6819",55,"Female","Single"
"6820",38,"Female","Single"
"6821",19,"Male","Single"
"6822",85,"Female","Widowed"
"6823",33,"Male","Married"
"6824",61,"Male","Divorced"
"6825",60,"Female","Single"
"6826",76,"Male","Divorced"
"6827",38,"Male","Married"
"6828",41,"Female","Married"
"6829",31,"Female","Single"
"6830",62,"Female","Divorced"
"6831",45,"Female","Single"
"6832",44,"Male","Married"
"6833",30,"Male","Single"
"6834",65,"Female","Married"
"6835",42,"Male","Married"
"6836",28,"Female","Single"
"6837",24,"Female","Single"
"6838",19,"Female","Single"
"6839",25,"Female","Single"
"6840",67,"Male","Married"
"6841",31,"Female","Single"
"6842",32,"Male","Married"
"6843",76,"Male","Married"
"6844",35,"Female","Divorced"
"6845",43,"Male","Divorced"
"6846",24,"Male","Single"
"6847",68,"Female","Married"
"6848",22,"Female","Single"
"6849",35,"Female","Married"
"6850",32,"Male","Single"
"6851",49,"Female","Married"
"6852",35,"Female","Single"
"6853",66,"Female","Divorced"
"6854",34,"Female","Married"
"6855",88,"Female","Widowed"
"6856",75,"Male","Married"
"6857",21,"Male","Single"
"6858",26,"Female","Single"
"6859",33,"Male","Married"
"6860",49,"Female","Married"
"6861",48,"Female","Divorced"
"6862",35,"Male","Single"
"6863",54,"Male","Married"
"6864",80,"Male","Married"
"6865",49,"Female","Married"
"6866",57,"Male","Divorced"
"6867",44,"Male","Married"
"6868",33,"Male","Single"
"6869",68,"Male","Married"
"6870",32,"Female","Married"
"6871",58,"Male","Married"
"6872",56,"Male","Married"
"6873",72,"Male","Married"
"6874",32,"Female","Single"
"6875",21,"Female","Single"
"6876",47,"Female","Single"
"6877",36,"Female","Married"
"6878",30,"Male","Single"
"6879",37,"Female","Divorced"
"6880",92,"Male","Widowed"
"6881",33,"Male","Single"
"6882",67,"Male","Divorced"
"6883",61,"Female","Married"
"6884",82,"Female","Married"
"6885",26,"Female","Married"
"6886",36,"Female","Single"
"6887",25,"Male","Single"
"6888",60,"Female","Married"
"6889",23,"Male","Single"
"6890",26,"Female","Single"
"6891",53,"Male","Widowed"
"6892",71,"Female","Married"
"6893",29,"Male","Married"
"6894",71,"Female","Single"
"6895",21,"Male","Single"
"6896",50,"Female","Married"
"6897",85,"Female","Widowed"
"6898",38,"Male","Married"
"6899",45,"Female","Married"
"6900",28,"Male","Single"
"6901",49,"Female","Married"
"6902",36,"Female","Single"
"6903",38,"Female","Married"
"6904",27,"Male","Single"
"6905",59,"Male","Divorced"
